case_id,profile_case_id,scenario_case_id,operator,placement,placement_label,physical_mesh,member_coordinates,placement_coordinate_space,model,seq_len,hidden_size,expert_intermediate_size,top_k,expert_count,local_experts_per_rank,deepseek_scope,ep_rows,ep_columns,ep_size,balanced_routing_assumption,logical_assignment_count,assignment_matrix,expert_home_rank,per_expert_logical_M,per_expert_runtime_M,per_expert_padding_ratio,per_expert_Tm,per_rank_expert_ids,per_rank_logical_M,per_rank_runtime_M,rank_logical_M,runtime_M,total_runtime_M,bottleneck_rank,logical_N,logical_K,runtime_N,runtime_K,Tm,Tm_group,Tn,Tk,padding_ratio,expert_load_min,expert_load_max,expert_load_mean,tile_M,tile_N,tile_K,tile_live_bytes,sram_capacity_bytes,sram_runtime_reserve_bytes,sram_capacity_feasible,logical_flops,scenario_logical_flops,logical_gate_flops,logical_up_flops,logical_down_flops,runtime_flops,scenario_runtime_flops,runtime_flops_per_die,per_rank_runtime_flops,runtime_flops_over_logical_flops,hbm_bytes_per_die,per_rank_hbm_read_bytes,per_die_hbm_read_bytes,per_expert_hbm_read_bytes,per_expert_hbm_read_bytes_scope,hbm_total_read_bytes,hbm_group_count,hbm_stack_count,hbm_stack_bandwidth_Bps,hbm_stacks,hbm_weight_allocations,hbm_capacity_scope,hbm_address_owner_unique,hbm_capacity_feasible,hbm_max_stack_service_cycles,hbm_route_max_directed_link_bytes,hbm_route_cycles,hbm_directed_link_loads,hbm_cycles,modeled_hbm_cycles,hbm_included,memory_mode,hbm_traffic_model,hbm_all_to_all_shared_max_directed_link_bytes,hbm_all_to_all_shared_link_cycles,shared_directed_link_loads,intra_pe,intra_pm,intra_pn,intra_pk,active_cores,underfilled_cores,intra_spatial_utilization,intra_compute_efficiency,compute_cycles,a_broadcast_bytes,b_broadcast_bytes,reduction_bytes,local_transport_bytes,local_transport_serial_cycles,local_transport_cycles,intra_core_mapping_order,local_noc_max_directed_link_bytes,local_noc_total_byte_hops,local_noc_physical_links_used,local_noc_directed_link_loads,intra_stage_cycles,logical_hops,d2d_link_bandwidth_Bps_per_direction,noc_link_bandwidth_Bps,d2d_attached_noc_links,d2d_injection_bandwidth_Bps,contention_model,external_ep_group_flow_count,local_assignment_count,remote_assignment_count,per_group_local_assignment_count,per_group_remote_assignment_count,scenario_logical_assignment_count,local_assignment_fraction,remote_assignment_fraction,remote_payload_bytes,packet_metadata_bytes,packet_gate_weight_bytes,remote_packet_count,physical_flow_count,scenario_group_count,per_rank_outbound_bytes,per_rank_inbound_bytes,per_die_outbound_bytes,per_die_inbound_bytes,runtime_comm_bytes_per_die,max_directed_link_bytes,total_directed_link_bytes,runtime_comm_byte_hops_per_die,max_path_hops,d2d_directed_link_loads,d2d_link_cycles,noc_injection_cycles,noc_ejection_cycles,comm_ideal_cycles,d2d_load_source,segment_bytes,segmented_comm_efficiency,route_efficiency,comm_actual_cycles,comm_fused_stream_cycles,comm_unfused_cycles,unfused_comm_efficiency,unfused_setup_cycles,inter_pipeline_waves,tensor_profile,hardware_profile,profile,die_tensor_flops,core_tensor_flops,die_vector_flops,core_vector_flops,tensor_rate_status,vector_rate_status,tensor_efficiency_status,vector_ops,post_gemm_vector_cycles,combine_reduce_bytes,combine_reduce_noc_max_directed_link_bytes,combine_reduce_noc_total_byte_hops,combine_reduce_noc_physical_links_used,combine_reduce_noc_serial_cycles,combine_reduce_noc_cycles,combine_reduce_vector_cycles,combine_reduce_cycles,compute_ideal_cycles,compute_single_core_cycles,baseline_intra_pe,baseline_intra_pm,baseline_intra_pn,baseline_intra_pk,baseline_active_cores,baseline_compute_cycles,baseline_local_transport_bytes,baseline_local_transport_serial_cycles,baseline_local_transport_cycles,baseline_local_noc_max_directed_link_bytes,baseline_local_noc_total_byte_hops,baseline_local_noc_physical_links_used,baseline_intra_core_mapping_order,baseline_core_schedule_efficiency,core_schedule_efficiency,intra_naive_cycles,intra_optimized_cycles,intra_actual_cycles,t10_stage_balance,t11_stage_balance,stage_balance,fusion_setup_cycles,T10_inter_algorithm,T11_inter_algorithm,inter_dependency_order,inter_transport_output_blocks,inter_packet_count,inter_action_count,inter_physical_slots,inter_unroll_degree,inter_double_buffer,inter_physical_hops,inter_packet_overhead_cycles,inter_network_per_wave_cycles,inter_compute_per_wave_cycles,inter_reduce_per_wave_cycles,inter_steady_cycles,inter_candidate_count,T10_candidate_cycles,T11_candidate_cycles,T00_cycles,T10_cycles,T01_cycles,T11_cycles,naive_cycles,optimized_cycles,theory_optimized_cycles,architecture_upper_cycles,architecture_lower_bound_cycles,theory_naive_cycles,theory_intra_floor_cycles,theory_core_floor_cycles,theory_resource_floor_cycles,theory_precedence_floor_cycles,naive_time,optimized_time,theory_time,throughput_scope,naive_tflops,optimized_tflops,scenario_naive_tflops,scenario_optimized_tflops,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,actual_speedup,synergy,theory_speedup,theory_attainment_rate,algorithmic_comp_cycles,algorithmic_comm_cycles,algorithmic_naive_cycles,algorithmic_floor_cycles,algorithmic_theory_speedup,theory_floor_correction,network_scenario,physical_model_manifest,hardware_manifest,mapping_manifest,workload_manifest,simulation_manifest,hardware_digest,mapping_digest,workload_digest,simulation_digest,physical_model_digest,tool_digest,physical_model_tool_digest,inter_schedule_source,inter_duration_source,intra_schedule_source,estimate_source,simulator_unit_closure,simulator_unit_closure_reason,status,calibration_status,error
