case_id,mesh,operator,model,layer,seq_len,logical_M,logical_N,logical_K,runtime_M,runtime_N,runtime_K,tile_M,tile_N,tile_K,Tm,Tn,Tk,logical_flops,runtime_flops,T00_cycles,T10_cycles,T01_cycles,T11_cycles,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,synergy,normal_cycles,congested_upper_bound_cycles,congestion_factor,T00_source,T10_source,T01_source,T11_source,simulation_signature,schedule_source,result_source,status,error,K,M,N,Qfull,T00_T10_T01_source,T00_time,T01_time,T10_time,T11_time,a_broadcast_bytes,active_cores,algorithmic_theory_naive_time,algorithmic_theory_speedup,algorithmic_theory_time,b_broadcast_bytes,collective_bytes,core_schedule_efficiency,estimate_source,fanout_penalty,flops,hbm_bytes_per_die,hbm_cycles,hbm_traffic_model,intra_compute_efficiency,intra_k_waves,intra_pk,intra_pm,intra_pn,intra_spatial_utilization,local_transport_bytes,logical_collective_bytes,padding_K,padding_M,padding_N,q_window,rank_K,rank_N,rank_flops,reduction_bytes,runtime_collective_bytes,runtime_flops_over_logical_flops,segment_bytes,segmented_comm_efficiency,spatial_penalty,split_k_penalty,sram_capacity_bytes,t10_contention_tail,t11_contention_tail,theory_Px,theory_Py,theory_algorithm,theory_attainment_rate,theory_boundary_waves,theory_model,theory_naive_time,theory_speedup,theory_time,tile_live_bytes,topology_efficiency,wave_fill_efficiency
3x3_ag_gemm_gpt_3_175b_mlp_s32768,3x3,AG_GEMM,GPT-3-175B,mlp,32768,32768,49152,12288,32768,50688,12288,128,512,256,256,11,24,39582418599936,40819369181184,716073774,713342008,173833622,171103752,1.0038295319347015,1.015954471880897,4.119305378104587,4.1690611670514395,4.185026719928386,1.0120786842391727,171103752,201902428,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,12384,32769,5462,2816,analytical_resource_replay_fallback,0.716073774,0.173833622,0.713342008,0.171103752,553648128,16,0.5697318857386667,16.078914141414142,0.035433480192,738197504,715827882.6666666,0.80925,analytical_resource_replay_fallback,0.006,39582418599936,35433480192,138412032.0,fused_boundary_tile_replay_v1,0.8295833333333333,24,2,2,4,0.9166666666666666,2030043136,715827882.6666666,0,0,1536,8,12288,5632,4535485464576,738197504,715827882.6666666,1.0079662837379146,254200.2424242424,0.7781818181818182,0.003333333333333335,0.006,3145728,0.0161532244365954,0.016638992064252612,,,1d_ring,0.8089420798920367,1,flashoverlap_wave_schedule_contention,0.7160737737386667,5.173456572424727,0.13841302496969696,1703936,0.9205746178983233,0.9166666666666666
3x3_ag_gemm_llama_3_8b_attention_s2048,3x3,AG_GEMM,LLaMA-3-8B,attention,2048,2048,6144,4096,2048,9216,4096,128,512,256,16,2,8,103079215104,154618822656,2869290,2814711,747905,693506,1.0193906230515317,1.0784405614371035,3.836436445805283,4.058668562348415,4.1373686745320155,1.057926703513131,693506,818337,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4176,2052,684,32,analytical_resource_replay_fallback,0.00286929,0.000747905,0.002814711,0.000693506,2097152,16,0.002205737870222222,16.43402777777778,0.000134217728,25165824,14913080.888888888,0.7602222222222222,analytical_resource_replay_fallback,0.006,103079215104,134217728,524288.0,fused_boundary_tile_replay_v1,0.905,8,2,4,2,1.0,35651584,14913080.888888888,0,0,3072,8,4096,1024,17179869184,8388608,14913080.888888888,1.023517683148384,466033.77777777775,0.8266666666666667,0.0,0.006,3145728,0.01676248211980752,0.01910789730493156,,,1d_ring,0.7586213648336023,1,flashoverlap_wave_schedule_contention,0.002869289870222222,5.453799307958477,0.0005261084444444445,1703936,0.9205746178983233,0.1111111111111111
3x3_ag_gemm_llama_3_8b_attention_s32768,3x3,AG_GEMM,LLaMA-3-8B,attention,32768,32768,6144,4096,32768,9216,4096,128,512,256,256,2,8,1649267441664,2473901162496,45908638,44999493,11466109,10560017,1.0202034498477572,1.0858040285351813,4.003855013065025,4.2613087649385415,4.347401902856785,1.0643014672193214,10560017,12460820,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4176,32769,684,512,analytical_resource_replay_fallback,0.045908638,0.011466109,0.044999493,0.010560017,33554432,16,0.035291805923555554,16.43402777777778,0.002147483648,402653184,238609294.2222222,0.7963333333333333,analytical_resource_replay_fallback,0.006,1649267441664,2147483648,8388608.0,fused_boundary_tile_replay_v1,0.905,8,2,4,2,1.0,570425344,238609294.2222222,0,0,3072,8,4096,1024,274877906944,134217728,238609294.2222222,1.021553696366027,466033.77777777775,0.8266666666666667,0.0,0.006,3145728,0.01676248211980752,0.01925552469810647,,,1d_ring,0.7945468703711089,1,flashoverlap_wave_schedule_contention,0.045908637923555554,5.471548709047516,0.008390428444444443,1703936,0.9205746178983233,0.6666666666666666
3x3_ag_gemm_llama_3_8b_mlp_s2048,3x3,AG_GEMM,LLaMA-3-8B,mlp,2048,2048,14336,4096,2048,18432,4096,128,512,256,16,4,8,240518168576,309237645312,5582022,5526389,1427152,1371623,1.010066790448519,1.0404841563607492,3.911301669338655,4.029087438749569,4.06964741769422,1.030114212446014,1371623,1618515,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4176,2052,1594,64,analytical_resource_replay_fallback,0.005582022,0.001427152,0.005526389,0.001371623,12582912,16,0.004353221518222222,16.21701388888889,0.000268435456,16777216,14913080.888888888,0.766,analytical_resource_replay_fallback,0.006,240518168576,268435456,1048576.0,fused_boundary_tile_replay_v1,0.905,8,2,2,4,1.0,46137344,14913080.888888888,0,0,4096,8,4096,2048,34359738368,16777216,14913080.888888888,1.0222350795354163,233016.88888888888,0.7733333333333333,0.0,0.006,3145728,0.016414786237871556,0.017673742212465964,,,1d_ring,0.7651419616047238,1,flashoverlap_wave_schedule_contention,0.0055820215182222225,5.318813529921942,0.0010494862222222223,1703936,0.9205746178983233,0.2
3x3_ag_gemm_llama_3_8b_mlp_s32768,3x3,AG_GEMM,LLaMA-3-8B,mlp,32768,32768,14336,4096,32768,18432,4096,128,512,256,256,4,8,3848290697216,4947802324992,89312344,88403046,21773330,20865792,1.0102858220518782,1.0434940595593016,4.101914773716285,4.236745291048622,4.280323699191481,1.0328701410853989,20865792,24621634,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4176,32769,1594,1024,analytical_resource_replay_fallback,0.089312344,0.02177333,0.088403046,0.020865792,201326592,16,0.06965154429155555,16.21701388888889,0.004294967296,268435456,238609294.2222222,0.805,analytical_resource_replay_fallback,0.006,3848290697216,4294967296,16777216.0,fused_boundary_tile_replay_v1,0.905,8,2,2,4,1.0,738197504,238609294.2222222,0,0,4096,8,4096,2048,549755813888,268435456,238609294.2222222,1.020273553889378,233016.88888888888,0.7733333333333333,0.0,0.006,3145728,0.016414786237871556,0.017758958852526242,,,1d_ring,0.8040972596415653,1,flashoverlap_wave_schedule_contention,0.08931234429155556,5.323141756632126,0.016778126222222224,1703936,0.9205746178983233,0.8
3x3_ag_gemm_llama_3_1_405b_attention_s2048,3x3,AG_GEMM,LLaMA-3.1-405B,attention,2048,2048,18432,16384,2048,18432,16384,128,512,256,16,4,32,1236950581248,1236950581248,21787414,21564045,5708610,5485587,1.0103583998271197,1.0406561777253738,3.81658827630544,3.931036915465929,3.9717561675714923,1.0299871589165175,5485587,6472992,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,16416,2052,2048,64,analytical_resource_replay_fallback,0.021787414,0.00570861,0.021564045,0.005485587,12582912,16,0.01741288607288889,16.21701388888889,0.001073741824,16777216,59652323.55555555,0.766,analytical_resource_replay_fallback,0.006,1236950581248,1073741824,4194304.0,fused_boundary_tile_replay_v1,0.905,32,2,2,4,1.0,46137344,59652323.55555555,0,0,0,8,16384,2048,137438953472,16777216,59652323.55555555,1.0039100646972656,932067.5555555555,0.84,0.0,0.006,3145728,0.016391445465958308,0.017540905528936918,,,1d_ring,0.7652681244222065,1,flashoverlap_wave_schedule_contention,0.021787414072888887,5.19001908065915,0.004197944888888889,1703936,0.9205746178983233,0.2
3x3_ag_gemm_llama_3_1_405b_attention_s32768,3x3,AG_GEMM,LLaMA-3.1-405B,attention,32768,32768,18432,16384,32768,18432,16384,128,512,256,256,4,32,19791209299968,19791209299968,348598625,344954092,87093319,83454706,1.0105652696533312,1.0435998540333962,4.002587443016152,4.133428880571456,4.177099671287561,1.032689214019197,83454706,98476553,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,16416,32769,2048,1024,analytical_resource_replay_fallback,0.348598625,0.087093319,0.344954092,0.083454706,201326592,16,0.2786061771662222,16.21701388888889,0.017179869184,268435456,954437176.8888888,0.805,analytical_resource_replay_fallback,0.006,19791209299968,17179869184,67108864.0,fused_boundary_tile_replay_v1,0.905,32,2,2,4,1.0,738197504,954437176.8888888,0,0,0,8,16384,2048,2199023255552,268435456,954437176.8888888,1.0019837021827698,932067.5555555555,0.84,0.0,0.006,3145728,0.016391445465958308,0.01761935894359559,,,1d_ring,0.8041787943856354,1,flashoverlap_wave_schedule_contention,0.3485986251662222,5.194242499864373,0.0671125048888889,1703936,0.9205746178983233,0.8
3x3_ag_gemm_llama_3_1_405b_mlp_s2048,3x3,AG_GEMM,LLaMA-3.1-405B,mlp,2048,2048,53248,16384,2048,55296,16384,128,512,256,16,12,32,3573412790272,3710851743744,64896208,64670022,16347247,16121194,1.0034975401740238,1.0140221003481504,3.9698554747475217,4.011490836224662,4.025521186582085,1.010487878398089,16121194,19023009,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,16416,2052,5918,192,analytical_resource_replay_fallback,0.064896208,0.016347247,0.064670022,0.016121194,37748736,16,0.05177262444088889,16.072337962962962,0.003221225472,50331648,59652323.55555555,0.7808571428571429,analytical_resource_replay_fallback,0.006,3573412790272,3221225472,12582912.0,fused_boundary_tile_replay_v1,0.905,32,2,2,4,1.0,138412032,59652323.55555555,0,0,2048,8,16384,6144,412316860416,50331648,59652323.55555555,1.0041740134071846,310689.18518518517,0.7911111111111111,0.0,0.006,3145728,0.016138545305367267,0.016555954664465362,,,1d_ring,0.7805951311135001,1,flashoverlap_wave_schedule_contention,0.06489620844088889,5.156989873661877,0.01258412562962963,1703936,0.9205746178983233,0.42857142857142855
3x3_ag_gemm_llama_3_1_405b_mlp_s32768,3x3,AG_GEMM,LLaMA-3.1-405B,mlp,32768,32768,53248,16384,32768,55296,16384,128,512,256,256,12,32,57174604644352,59373627899904,1038339335,1034695349,251362455,247720723,1.0035217960567058,1.0147009582238302,4.1308449784197085,4.1768623006965795,4.191572357876575,1.0111399296069625,247720723,292310453,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,16416,32769,5918,3072,analytical_resource_replay_fallback,1.038339335,0.251362455,1.034695349,0.247720723,603979776,16,0.8283619910542223,16.072337962962962,0.051539607552,805306368,954437176.8888888,0.8130000000000001,analytical_resource_replay_fallback,0.006,57174604644352,51539607552,201326592.0,fused_boundary_tile_replay_v1,0.905,32,2,2,4,1.0,2214592512,954437176.8888888,0,0,2048,8,16384,6144,6597069766656,805306368,954437176.8888888,1.0022471444121597,310689.18518518517,0.7911111111111111,0.0,0.006,3145728,0.016138545305367267,0.01657883973572491,,,1d_ring,0.8127208865732087,1,flashoverlap_wave_schedule_contention,1.0383393350542223,5.157456178529016,0.20132780562962965,1703936,0.9205746178983233,0.9230769230769231
3x3_ag_gemm_mixtral_8x7b_single_expert_attention_s2048,3x3,AG_GEMM,Mixtral-8x7B-single-expert,attention,2048,2048,6144,4096,2048,9216,4096,128,512,256,16,2,8,103079215104,154618822656,2869290,2814711,747905,693506,1.0193906230515317,1.0784405614371035,3.836436445805283,4.058668562348415,4.1373686745320155,1.057926703513131,693506,818337,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4176,2052,684,32,analytical_resource_replay_fallback,0.00286929,0.000747905,0.002814711,0.000693506,2097152,16,0.002205737870222222,16.43402777777778,0.000134217728,25165824,14913080.888888888,0.7602222222222222,analytical_resource_replay_fallback,0.006,103079215104,134217728,524288.0,fused_boundary_tile_replay_v1,0.905,8,2,4,2,1.0,35651584,14913080.888888888,0,0,3072,8,4096,1024,17179869184,8388608,14913080.888888888,1.023517683148384,466033.77777777775,0.8266666666666667,0.0,0.006,3145728,0.01676248211980752,0.01910789730493156,,,1d_ring,0.7586213648336023,1,flashoverlap_wave_schedule_contention,0.002869289870222222,5.453799307958477,0.0005261084444444445,1703936,0.9205746178983233,0.1111111111111111
3x3_ag_gemm_mixtral_8x7b_single_expert_attention_s32768,3x3,AG_GEMM,Mixtral-8x7B-single-expert,attention,32768,32768,6144,4096,32768,9216,4096,128,512,256,256,2,8,1649267441664,2473901162496,45908638,44999493,11466109,10560017,1.0202034498477572,1.0858040285351813,4.003855013065025,4.2613087649385415,4.347401902856785,1.0643014672193214,10560017,12460820,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4176,32769,684,512,analytical_resource_replay_fallback,0.045908638,0.011466109,0.044999493,0.010560017,33554432,16,0.035291805923555554,16.43402777777778,0.002147483648,402653184,238609294.2222222,0.7963333333333333,analytical_resource_replay_fallback,0.006,1649267441664,2147483648,8388608.0,fused_boundary_tile_replay_v1,0.905,8,2,4,2,1.0,570425344,238609294.2222222,0,0,3072,8,4096,1024,274877906944,134217728,238609294.2222222,1.021553696366027,466033.77777777775,0.8266666666666667,0.0,0.006,3145728,0.01676248211980752,0.01925552469810647,,,1d_ring,0.7945468703711089,1,flashoverlap_wave_schedule_contention,0.045908637923555554,5.471548709047516,0.008390428444444443,1703936,0.9205746178983233,0.6666666666666666
3x3_ag_gemm_mixtral_8x7b_single_expert_mlp_s2048,3x3,AG_GEMM,Mixtral-8x7B-single-expert,mlp,2048,2048,14336,4096,2048,18432,4096,128,512,256,16,4,8,240518168576,309237645312,5582022,5526389,1427152,1371623,1.010066790448519,1.0404841563607492,3.911301669338655,4.029087438749569,4.06964741769422,1.030114212446014,1371623,1618515,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4176,2052,1594,64,analytical_resource_replay_fallback,0.005582022,0.001427152,0.005526389,0.001371623,12582912,16,0.004353221518222222,16.21701388888889,0.000268435456,16777216,14913080.888888888,0.766,analytical_resource_replay_fallback,0.006,240518168576,268435456,1048576.0,fused_boundary_tile_replay_v1,0.905,8,2,2,4,1.0,46137344,14913080.888888888,0,0,4096,8,4096,2048,34359738368,16777216,14913080.888888888,1.0222350795354163,233016.88888888888,0.7733333333333333,0.0,0.006,3145728,0.016414786237871556,0.017673742212465964,,,1d_ring,0.7651419616047238,1,flashoverlap_wave_schedule_contention,0.0055820215182222225,5.318813529921942,0.0010494862222222223,1703936,0.9205746178983233,0.2
3x3_ag_gemm_mixtral_8x7b_single_expert_mlp_s32768,3x3,AG_GEMM,Mixtral-8x7B-single-expert,mlp,32768,32768,14336,4096,32768,18432,4096,128,512,256,256,4,8,3848290697216,4947802324992,89312344,88403046,21773330,20865792,1.0102858220518782,1.0434940595593016,4.101914773716285,4.236745291048622,4.280323699191481,1.0328701410853989,20865792,24621634,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4176,32769,1594,1024,analytical_resource_replay_fallback,0.089312344,0.02177333,0.088403046,0.020865792,201326592,16,0.06965154429155555,16.21701388888889,0.004294967296,268435456,238609294.2222222,0.805,analytical_resource_replay_fallback,0.006,3848290697216,4294967296,16777216.0,fused_boundary_tile_replay_v1,0.905,8,2,2,4,1.0,738197504,238609294.2222222,0,0,4096,8,4096,2048,549755813888,268435456,238609294.2222222,1.020273553889378,233016.88888888888,0.7733333333333333,0.0,0.006,3145728,0.016414786237871556,0.017758958852526242,,,1d_ring,0.8040972596415653,1,flashoverlap_wave_schedule_contention,0.08931234429155556,5.323141756632126,0.016778126222222224,1703936,0.9205746178983233,0.8
3x3_ag_gemm_deepseek_v3_single_routed_expert_mlp_s2048,3x3,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,2048,2048,2048,7168,2048,4608,7168,128,512,256,16,1,7,60129542144,135291469824,2538049,2446653,711725,620927,1.0373555220131339,1.1462297500350282,3.566052899645228,3.9403230975621932,4.087515923772037,1.1049536303721685,620927,732694,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,7200,2052,228,16,analytical_resource_replay_fallback,0.002538049,0.000711725,0.002446653,0.000620927,0,16,0.001980993080888889,16.868055555555554,0.000117440512,12582912,26097891.555555552,0.7523235294117647,analytical_resource_replay_fallback,0.0045000000000000005,60129542144,117440512,458752.0,fused_boundary_tile_replay_v1,0.89,7,4,4,1,1.0,25165824,26097891.555555552,0,0,2560,8,7168,512,15032385536,12582912,26097891.555555552,1.0083918060575212,1631118.222222222,0.84,0.0,0.012,3145728,0.017515267633511515,0.022053574339529636,,,1d_ring,0.7490792649245983,1,flashoverlap_wave_schedule_contention,0.0025380490808888886,5.456720156555773,0.00046512355555555556,1703936,0.9205746178983233,0.058823529411764705
3x3_ag_gemm_deepseek_v3_single_routed_expert_mlp_s32768,3x3,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,32768,32768,2048,7168,32768,4608,7168,128,512,256,256,1,7,962072674304,2164663517184,40608785,39022852,11029367,9453493,1.0406411350969427,1.1666975370902586,3.681878116849317,4.127876542564743,4.295638130794617,1.1211334029973483,9453493,11155122,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,7200,32769,228,256,analytical_resource_replay_fallback,0.040608785,0.011029367,0.039022852,0.009453493,0,16,0.03169588929422222,16.868055555555554,0.001879048192,201326592,417566264.88888884,0.781,analytical_resource_replay_fallback,0.0045000000000000005,962072674304,1879048192,7340032.0,fused_boundary_tile_replay_v1,0.89,7,4,4,1,1.0,402653184,417566264.88888884,0,0,2560,8,7168,512,240518168576,201326592,417566264.88888884,1.0064568437103714,1631118.222222222,0.84,0.0,0.012,3145728,0.017515267633511515,0.022284319676761016,,,1d_ring,0.7771099531494622,1,flashoverlap_wave_schedule_contention,0.04060878529422222,5.52770957749969,0.007346403555555556,1703936,0.9205746178983233,0.5
3x3_gemm_rs_llama_2_7b_attention_s2048,3x3,GEMM_RS,LLaMA-2-7B,attention,2048,2048,4096,12288,2048,4096,13824,128,512,256,16,8,6,206158430208,231928233984,4622968,4566776,1327239,1271161,1.0123045229282102,1.0441155762330656,3.4831465922866944,3.5926023532817637,3.636807611309661,1.0314243911632819,1271161,1499970,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,1366,2052,4176,128,analytical_resource_replay_fallback,0.004622968,0.001327239,0.004566776,0.001271161,58720256,16,0.0032794796942222223,16.28935185185185,0.000201326592,33554432,14913080.888888888,0.7746666666666666,analytical_resource_replay_fallback,0.012,206158430208,251658240,983039.9999999999,fused_boundary_tile_replay_v1,0.92,6,1,2,8,1.0,92274688,14913080.888888888,1536,0,0,8,1536,4096,25769803776,0,14913080.888888888,1.0220213122665882,116508.44444444444,0.7466666666666666,0.0,0.0,3145728,0.016519859706885673,0.01787000754529995,,,1d_ring,0.7736983561976836,1,flashoverlap_wave_schedule_contention,0.004622967694222222,4.700549745488201,0.000983495111111111,1703936,0.9205746178983233,0.3333333333333333
3x3_gemm_rs_llama_2_7b_attention_s32768,3x3,GEMM_RS,LLaMA-2-7B,attention,32768,32768,4096,12288,32768,4096,13824,128,512,256,256,8,6,3298534883328,3710851743744,73967483,73058479,20331514,19424459,1.0124421424103285,1.046696538626893,3.6380705834302356,3.761159010915053,3.8079558869567487,1.0338334357902317,19424459,22920861,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,1366,32769,4176,2048,analytical_resource_replay_fallback,0.073967483,0.020331514,0.073058479,0.019424459,939524096,16,0.05247167510755556,16.28935185185185,0.003221225472,536870912,238609294.2222222,0.8107777777777778,analytical_resource_replay_fallback,0.012,3298534883328,4026531840,15728639.999999998,fused_boundary_tile_replay_v1,0.92,6,1,2,8,1.0,1476395008,238609294.2222222,1536,0,0,8,1536,4096,412316860416,0,238609294.2222222,1.0200601968099363,116508.44444444444,0.7466666666666666,0.0,0.0,3145728,0.016519859706885673,0.017957178006031804,,,1d_ring,0.8097571771877689,1,flashoverlap_wave_schedule_contention,0.07396748310755555,4.702589855617604,0.01572909511111111,1703936,0.9205746178983233,0.8888888888888888
3x3_gemm_rs_llama_2_7b_mlp_s2048,3x3,GEMM_RS,LLaMA-2-7B,mlp,2048,2048,4096,11008,2048,4096,11520,128,512,256,16,8,5,184683593728,193273528320,3922257,3866073,1115741,1059695,1.0145325760791377,1.0528888029102714,3.515383050367424,3.6482884226121666,3.7013074516724154,1.0378067966820435,1059695,1250441,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,1224,2052,4176,128,analytical_resource_replay_fallback,0.003922257,0.001115741,0.003866073,0.001059695,58720256,16,0.002742608782222222,16.34722222222222,0.00016777216,33554432,14913080.888888888,0.7746666666666666,analytical_resource_replay_fallback,0.012,184683593728,209715200,819200.0,fused_boundary_tile_replay_v1,0.92,5,1,2,8,1.0,92274688,14913080.888888888,512,0,0,8,1280,4096,21474836480,0,14913080.888888888,1.0222649075264154,116508.44444444444,0.7466666666666666,0.0,0.0,3145728,0.01661413277313434,0.01824400905435994,,,1d_ring,0.7734821402585702,1,flashoverlap_wave_schedule_contention,0.003922256782222222,4.785252637423653,0.0008196551111111112,1703936,0.9205746178983233,0.3333333333333333
3x3_gemm_rs_llama_2_7b_mlp_s32768,3x3,GEMM_RS,LLaMA-2-7B,mlp,32768,32768,4096,11008,32768,4096,11520,128,512,256,256,8,5,2954937499648,3092376453120,62756109,61847232,17098273,16191748,1.0146955162035385,1.0559868520681028,3.670318575449111,3.819676047329788,3.8758081585755906,1.040693326426685,16191748,19106263,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,1224,32769,4176,2048,analytical_resource_replay_fallback,0.062756109,0.017098273,0.061847232,0.016191748,939524096,16,0.04388174051555555,16.34722222222222,0.00268435456,536870912,238609294.2222222,0.8107777777777778,analytical_resource_replay_fallback,0.012,2954937499648,3355443200,13107200.0,fused_boundary_tile_replay_v1,0.92,5,1,2,8,1.0,1476395008,238609294.2222222,512,0,0,8,1280,4096,343597383680,0,238609294.2222222,1.0203033246446487,116508.44444444444,0.7466666666666666,0.0,0.0,3145728,0.01661413277313434,0.018348613607238162,,,1d_ring,0.8095268782774644,1,flashoverlap_wave_schedule_contention,0.06275610851555555,4.787744869969792,0.013107655111111113,1703936,0.9205746178983233,0.8888888888888888
3x3_gemm_rs_gpt_3_175b_attention_s2048,3x3,GEMM_RS,GPT-3-175B,attention,2048,2048,12288,36864,2048,12288,36864,128,512,256,16,24,16,1855425871872,1855425871872,34890230,34720250,10104460,9934609,1.004895702075878,1.0170968983278557,3.4529534482792745,3.494878359077846,3.511988242315324,1.0121417538424864,9934609,11722839,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4096,2052,12384,384,analytical_resource_replay_fallback,0.03489023,0.01010446,0.03472025,0.009934609,176160768,16,0.02594456644266667,16.108506944444446,0.001610612736,100663296,44739242.666666664,0.792,analytical_resource_replay_fallback,0.012,1855425871872,2013265920,7864319.999999999,fused_boundary_tile_replay_v1,0.92,16,1,2,8,1.0,276824064,44739242.666666664,0,0,0,8,4096,12288,206158430208,0,44739242.666666664,1.0097808837890625,116508.44444444444,0.7466666666666666,0.0,0.0,3145728,0.01620506800797409,0.016716943512419216,,,1d_ring,0.7916542071587802,1,flashoverlap_wave_schedule_contention,0.03489023044266666,4.436265493895029,0.00786477511111111,1703936,0.9205746178983233,0.6
3x3_gemm_rs_gpt_3_175b_attention_s32768,3x3,GEMM_RS,GPT-3-175B,attention,32768,32768,12288,36864,32768,12288,36864,128,512,256,256,24,16,29686813949952,29686813949952,558243687,555514069,157112023,154384574,1.0049136793329352,1.0176665901866595,3.553157017143112,3.5982485465160527,3.6159291860338327,1.0126905535430564,154384574,182173797,1.1800000000000002,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4096,32769,12384,6144,analytical_resource_replay_fallback,0.558243687,0.157112023,0.555514069,0.154384574,2818572288,16,0.4151130630826667,16.108506944444446,0.025769803776,1610612736,715827882.6666666,0.8154,analytical_resource_replay_fallback,0.012,29686813949952,32212254720,125829119.99999999,fused_boundary_tile_replay_v1,0.92,16,1,2,8,1.0,4429185024,715827882.6666666,0,0,0,8,4096,12288,3298534883328,0,715827882.6666666,1.007843255996704,116508.44444444444,0.7466666666666666,0.0,0.0,3145728,0.01620506800797409,0.016738125934377054,,,1d_ring,0.8150398179838733,1,flashoverlap_wave_schedule_contention,0.5582436870826666,4.436506175831251,0.1258295751111111,1703936,0.9205746178983233,0.96
