case_id,mesh,operator,model,layer,seq_len,logical_M,logical_N,logical_K,runtime_M,runtime_N,runtime_K,tile_M,tile_N,tile_K,Tm,Tn,Tk,logical_flops,runtime_flops,T00_cycles,T10_cycles,T01_cycles,T11_cycles,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,synergy,normal_cycles,congested_upper_bound_cycles,congestion_factor,T00_source,T10_source,T01_source,T11_source,simulation_signature,schedule_source,result_source,status,error,K,M,N,Qfull,T00_T10_T01_source,T00_time,T01_time,T10_time,T11_time,a_broadcast_bytes,active_cores,algorithmic_theory_naive_time,algorithmic_theory_speedup,algorithmic_theory_time,b_broadcast_bytes,collective_bytes,core_schedule_efficiency,estimate_source,fanout_penalty,flops,hbm_bytes_per_die,hbm_cycles,hbm_traffic_model,intra_compute_efficiency,intra_k_waves,intra_pk,intra_pm,intra_pn,intra_spatial_utilization,local_transport_bytes,logical_collective_bytes,padding_K,padding_M,padding_N,q_window,rank_K,rank_N,rank_flops,reduction_bytes,runtime_collective_bytes,runtime_flops_over_logical_flops,segment_bytes,segmented_comm_efficiency,spatial_penalty,split_k_penalty,sram_capacity_bytes,t10_contention_tail,t11_contention_tail,theory_Px,theory_Py,theory_algorithm,theory_attainment_rate,theory_boundary_waves,theory_model,theory_naive_time,theory_speedup,theory_time,tile_live_bytes,topology_efficiency,wave_fill_efficiency
2x3_ag_gemm_llama_2_7b_attention_s2048,2x3,AG_GEMM,LLaMA-2-7B,attention,2048,2048,12288,4096,2048,12288,4096,128,512,256,16,4,8,206158430208,206158430208,5578381,5526131,1423512,1371351,1.0094550780645628,1.03803621392335,3.918745328455257,4.029698450651948,4.06779956407951,1.0283134301662895,1371351,1583911,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,2052,2048,64,analytical_resource_replay_fallback,0.005578381,0.001423512,0.005526131,0.001371351,12582912,16,0.004349580629333333,16.203450520833332,0.000268435456,16777216,13981013.333333334,0.766,analytical_resource_replay_fallback,0.006,206158430208,268435456,1048576.0,fused_boundary_tile_replay_v1,0.905,8,2,2,4,1.0,46137344,13981013.333333334,0,0,0,8,4096,2048,34359738368,16777216,13981013.333333334,1.0097808837890625,218453.33333333334,0.77,0.0,0.006,3145728,0.015386386201313936,0.016559142605048937,,,1d_ring,0.7652522243136629,1,flashoverlap_wave_schedule_contention,0.005578380629333333,5.315632460562694,0.0010494293333333333,1703936,0.9304842103984707,0.2
2x3_ag_gemm_llama_2_7b_attention_s32768,2x3,AG_GEMM,LLaMA-2-7B,attention,32768,32768,12288,4096,32768,12288,4096,128,512,256,256,4,8,3298534883328,3298534883328,89254090,88400233,21715075,20862746,1.009658990378453,1.0408541138352545,4.110236322002112,4.237229030157391,4.278156384590983,1.0308966926002496,20862746,24096471,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,32772,2048,1024,analytical_resource_replay_fallback,0.08925409,0.021715075,0.088400233,0.020862746,201326592,16,0.06959329006933333,16.203450520833332,0.004294967296,268435456,223696213.33333334,0.805,analytical_resource_replay_fallback,0.006,3298534883328,4294967296,16777216.0,fused_boundary_tile_replay_v1,0.905,8,2,2,4,1.0,738197504,223696213.33333334,0,0,0,8,4096,2048,549755813888,268435456,223696213.33333334,1.0079355239868164,218453.33333333334,0.77,0.0,0.006,3145728,0.015386386201313936,0.016638524539248557,,,1d_ring,0.8042119345315322,1,flashoverlap_wave_schedule_contention,0.08925409006933333,5.319687760021972,0.016778069333333333,1703936,0.9304842103984707,0.8
2x3_ag_gemm_llama_2_7b_mlp_s2048,2x3,AG_GEMM,LLaMA-2-7B,mlp,2048,2048,11008,4096,2048,12288,4096,128,512,256,16,4,8,184683593728,206158430208,5578381,5526131,1423512,1371351,1.0094550780645628,1.03803621392335,3.918745328455257,4.029698450651948,4.06779956407951,1.0283134301662895,1371351,1583911,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,2052,1836,64,analytical_resource_replay_fallback,0.005578381,0.001423512,0.005526131,0.001371351,12582912,16,0.004349580629333333,16.203450520833332,0.000268435456,16777216,13981013.333333334,0.766,analytical_resource_replay_fallback,0.006,184683593728,268435456,1048576.0,fused_boundary_tile_replay_v1,0.905,8,2,2,4,1.0,46137344,13981013.333333334,0,0,1280,8,4096,2048,34359738368,16777216,13981013.333333334,1.010514736175537,218453.33333333334,0.77,0.0,0.006,3145728,0.015386386201313936,0.016559142605048937,,,1d_ring,0.7652522243136629,1,flashoverlap_wave_schedule_contention,0.005578380629333333,5.315632460562694,0.0010494293333333333,1703936,0.9304842103984707,0.2
2x3_ag_gemm_llama_2_7b_mlp_s32768,2x3,AG_GEMM,LLaMA-2-7B,mlp,32768,32768,11008,4096,32768,12288,4096,128,512,256,256,4,8,2954937499648,3298534883328,89254090,88400233,21715075,20862746,1.009658990378453,1.0408541138352545,4.110236322002112,4.237229030157391,4.278156384590983,1.0308966926002496,20862746,24096471,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,32772,1836,1024,analytical_resource_replay_fallback,0.08925409,0.021715075,0.088400233,0.020862746,201326592,16,0.06959329006933333,16.203450520833332,0.004294967296,268435456,223696213.33333334,0.805,analytical_resource_replay_fallback,0.006,2954937499648,4294967296,16777216.0,fused_boundary_tile_replay_v1,0.905,8,2,2,4,1.0,738197504,223696213.33333334,0,0,1280,8,4096,2048,549755813888,268435456,223696213.33333334,1.0086680352687836,218453.33333333334,0.77,0.0,0.006,3145728,0.015386386201313936,0.016638524539248557,,,1d_ring,0.8042119345315322,1,flashoverlap_wave_schedule_contention,0.08925409006933333,5.319687760021972,0.016778069333333333,1703936,0.9304842103984707,0.8
2x3_ag_gemm_gpt_3_175b_attention_s2048,2x3,AG_GEMM,GPT-3-175B,attention,2048,2048,36864,12288,2048,36864,12288,128,512,256,16,12,24,1855425871872,1855425871872,48796402,48637213,12249513,12090415,1.003272987701824,1.0131590189418642,3.9835381210665273,4.022791029092054,4.03595757465728,1.0098537799394818,12090415,13964430,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,12288,2052,6144,192,analytical_resource_replay_fallback,0.048796402,0.012249513,0.048637213,0.012090415,37748736,16,0.038818545664,16.06781684027778,0.002415919104,50331648,41943040.0,0.7808571428571429,analytical_resource_replay_fallback,0.006,1855425871872,2415919104,9437184.0,fused_boundary_tile_replay_v1,0.905,24,2,2,4,1.0,138412032,41943040.0,0,0,0,8,12288,6144,309237645312,50331648,41943040.0,1.001953125,218453.33333333334,0.77,0.0,0.006,3145728,0.015131659163495608,0.01552979444729563,,,1d_ring,0.780621459091465,1,flashoverlap_wave_schedule_contention,0.048796401664,5.170185276938933,0.009438037333333335,1703936,0.9304842103984707,0.42857142857142855
2x3_ag_gemm_gpt_3_175b_attention_s32768,2x3,AG_GEMM,GPT-3-175B,attention,32768,32768,36864,12288,32768,36864,12288,128,512,256,256,12,24,29686813949952,29686813949952,780742427,778177542,188347078,185783730,1.0032960151913508,1.0137974837732022,4.145232489351388,4.188620510525868,4.202426267359365,1.0104669692920576,185783730,214580208,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,12288,32772,6144,3072,analytical_resource_replay_fallback,0.780742427,0.188347078,0.778177542,0.18578373,603979776,16,0.621096730624,16.06781684027778,0.038654705664,805306368,671088640.0,0.8130000000000001,analytical_resource_replay_fallback,0.006,29686813949952,38654705664,150994944.0,fused_boundary_tile_replay_v1,0.905,24,2,2,4,1.0,2214592512,671088640.0,0,0,0,8,12288,6144,4947802324992,805306368,671088640.0,1.0001220703125,218453.33333333334,0.77,0.0,0.006,3145728,0.015131659163495608,0.015551602670976845,,,1d_ring,0.8127503813496041,1,flashoverlap_wave_schedule_contention,0.780742426624,5.170623556498454,0.15099579733333335,1703936,0.9304842103984707,0.9230769230769231
2x3_ag_gemm_gpt_3_175b_mlp_s2048,2x3,AG_GEMM,GPT-3-175B,mlp,2048,2048,49152,12288,2048,49152,12288,128,512,256,16,16,48,2473901162496,2473901162496,65007256,64847834,16182824,16023473,1.0024584013091324,1.0099448477867439,4.017052647918558,4.047052346267254,4.057001625053445,1.0074680869229433,16023473,18507112,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,12288,2052,8192,256,analytical_resource_replay_fallback,0.065007256,0.016182824,0.064847834,0.016023473,117440512,16,0.051703447552,16.050862630208332,0.003221225472,67108864,41943040.0,0.7855,analytical_resource_replay_fallback,0.012,2473901162496,3221225472,12582912.0,fused_boundary_tile_replay_v1,0.92,48,1,2,8,1.0,184549376,41943040.0,0,0,0,8,12288,8192,412316860416,0,41943040.0,1.001953125,163840.0,0.7575,0.0,0.0,3145728,0.015100373817714473,0.015406304241107109,,,1d_ring,0.7853198920558628,1,flashoverlap_wave_schedule_contention,0.065007255552,5.16604974112238,0.012583552,1703936,0.9304842103984707,0.5
2x3_ag_gemm_gpt_3_175b_mlp_s32768,2x3,AG_GEMM,GPT-3-175B,mlp,32768,32768,49152,12288,32768,49152,12288,128,512,256,256,16,48,39582418599936,39582418599936,1040116089,1037551718,249897797,247334620,1.0024715596875915,1.0103631954151828,4.162165899365651,4.194931215047857,4.205299237931188,1.007872179166909,247334620,285671486,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,12288,32772,8192,4096,analytical_resource_replay_fallback,1.040116089,0.249897797,1.037551718,0.24733462,1879048192,16,0.827255160832,16.050862630208332,0.051539607552,1073741824,671088640.0,0.8141764705882353,analytical_resource_replay_fallback,0.012,39582418599936,51539607552,201326592.0,fused_boundary_tile_replay_v1,0.92,48,1,2,8,1.0,2952790016,671088640.0,0,0,0,8,12288,8192,6597069766656,0,671088640.0,1.0001220703125,163840.0,0.7575,0.0,0.0,3145728,0.015100373817714473,0.015421137304913578,,,1d_ring,0.8139872696855718,1,flashoverlap_wave_schedule_contention,1.040116088832,5.166296076787069,0.201327232,1703936,0.9304842103984707,0.9411764705882353
2x3_ag_gemm_llama_3_8b_attention_s2048,2x3,AG_GEMM,LLaMA-3-8B,attention,2048,2048,6144,4096,2048,6144,4096,128,512,256,16,2,8,103079215104,103079215104,2865649,2814397,744264,693169,1.0182106504519441,1.0737121827433136,3.850312523513162,4.060188785130322,4.134127463865234,1.0545088899499673,693169,800611,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,2052,1024,32,analytical_resource_replay_fallback,0.002865649,0.000744264,0.002814397,0.000693169,2097152,16,0.0022020969813333333,16.406901041666668,0.000134217728,25165824,13981013.333333334,0.7602222222222222,analytical_resource_replay_fallback,0.006,103079215104,134217728,524288.0,fused_boundary_tile_replay_v1,0.905,8,2,4,2,1.0,35651584,13981013.333333334,0,0,0,8,4096,1024,17179869184,8388608,13981013.333333334,1.0097808837890625,436906.6666666667,0.82,0.0,0.006,3145728,0.01571296383770161,0.017906059476208908,,,1d_ring,0.7588260151463272,1,flashoverlap_wave_schedule_contention,0.0028656489813333333,5.448057105775471,0.0005259946666666666,1703936,0.9304842103984707,0.1111111111111111
2x3_ag_gemm_llama_3_8b_attention_s32768,2x3,AG_GEMM,LLaMA-3-8B,attention,32768,32768,6144,4096,32768,6144,4096,128,512,256,256,2,8,1649267441664,1649267441664,45850384,44996802,11407854,10556943,1.0189698370119726,1.080602026552573,4.019194495301219,4.262294681329624,4.343149716731444,1.060484802691835,10556943,12193269,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,32772,1024,512,analytical_resource_replay_fallback,0.045850384,0.011407854,0.044996802,0.010556943,33554432,16,0.035233551701333334,16.406901041666668,0.002147483648,402653184,223696213.33333334,0.7963333333333333,analytical_resource_replay_fallback,0.006,1649267441664,2147483648,8388608.0,fused_boundary_tile_replay_v1,0.905,8,2,4,2,1.0,570425344,223696213.33333334,0,0,0,8,4096,1024,274877906944,134217728,223696213.33333334,1.0079355239868164,436906.6666666667,0.82,0.0,0.006,3145728,0.01571296383770161,0.01804409942502035,,,1d_ring,0.7947674550597342,1,flashoverlap_wave_schedule_contention,0.04585038370133333,5.464679874699972,0.008390314666666666,1703936,0.9304842103984707,0.6666666666666666
2x3_ag_gemm_llama_3_8b_mlp_s2048,2x3,AG_GEMM,LLaMA-3-8B,mlp,2048,2048,14336,4096,2048,15360,4096,128,512,256,16,5,8,240518168576,257698037760,6959322,6906857,1794177,1741784,1.0075960744518093,1.030080078815743,3.8788380410628385,3.9653923793076524,3.9955137950515103,1.022314501747306,1741784,2011760,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,2052,2390,80,analytical_resource_replay_fallback,0.006959322,0.001794177,0.006906857,0.001741784,15728640,16,0.005423322453333333,16.162760416666668,0.00033554432,20971520,13981013.333333334,0.7534761904761905,analytical_resource_replay_fallback,0.006,240518168576,335544320,1310720.0,fused_boundary_tile_replay_v1,0.565625,8,2,2,4,0.625,57671680,13981013.333333334,0,0,1024,8,4096,2560,42949672960,20971520,13981013.333333334,1.0100626306874412,174762.6666666667,0.76,0.015,0.006,3145728,0.015313176184222874,0.01624306466875811,,,1d_ring,0.7529076976486859,1,flashoverlap_wave_schedule_contention,0.006959322453333333,5.306777719937532,0.0013114026666666667,1703936,0.9304842103984707,0.23809523809523808
2x3_ag_gemm_llama_3_8b_mlp_s32768,2x3,AG_GEMM,LLaMA-3-8B,mlp,32768,32768,14336,4096,32768,15360,4096,128,512,256,256,5,8,3848290697216,4123168604160,111349159,110495233,27347434,26494736,1.0077281704994459,1.0321836760328542,4.071649245044343,4.170459860403969,4.202689885266266,1.0242679586115846,26494736,30601420,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,32772,2390,1280,analytical_resource_replay_fallback,0.111349159,0.027347434,0.110495233,0.026494736,251658240,16,0.08677315925333333,16.162760416666668,0.00536870912,335544320,223696213.33333334,0.7921666666666667,analytical_resource_replay_fallback,0.006,3848290697216,5368709120,20971520.0,fused_boundary_tile_replay_v1,0.565625,8,2,2,4,0.625,922746880,223696213.33333334,0,0,1024,8,4096,2560,687194767360,335544320,223696213.33333334,1.0082167559968573,174762.6666666667,0.76,0.015,0.006,3145728,0.015313176184222874,0.016306895171404004,,,1d_ring,0.7915611093068552,1,flashoverlap_wave_schedule_contention,0.11134915925333333,5.309368835649881,0.02097220266666667,1703936,0.9304842103984707,0.8333333333333334
2x3_ag_gemm_llama_3_1_405b_attention_s2048,2x3,AG_GEMM,LLaMA-3.1-405B,attention,2048,2048,18432,16384,2048,18432,16384,128,512,256,16,6,32,1236950581248,1236950581248,32550049,32338767,8488771,8277686,1.0065333968979089,1.025500484072481,3.834483107154145,3.9067399995602634,3.9322642825543275,1.018843972026192,8277686,9560727,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,16416,2052,3072,96,analytical_resource_replay_fallback,0.032550049,0.008488771,0.032338767,0.008277686,18874368,16,0.025988257109333335,16.135633680555557,0.001610612736,25165824,55924053.333333336,0.7607272727272727,analytical_resource_replay_fallback,0.006,1236950581248,1610612736,6291456.0,fused_boundary_tile_replay_v1,0.67875,32,2,2,4,0.75,69206016,55924053.333333336,0,0,0,8,16384,3072,206158430208,25165824,55924053.333333336,1.0039100646972656,582542.2222222222,0.84,0.01,0.006,3145728,0.015242047874258313,0.015946250748408,,,1d_ring,0.7603249911165214,1,flashoverlap_wave_schedule_contention,0.03255004910933333,5.17182037746764,0.006293731555555556,1703936,0.9304842103984707,0.2727272727272727
2x3_ag_gemm_llama_3_1_405b_attention_s32768,2x3,AG_GEMM,LLaMA-3.1-405B,attention,32768,32768,18432,16384,32768,18432,16384,128,512,256,256,6,32,19791209299968,19791209299968,520800786,517376604,129526924,126106103,1.0066183549343488,1.0271265301093317,4.020791739020993,4.1027086849238374,4.129861867192899,1.0203733371982082,126106103,145652549,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,16416,32772,3072,1536,analytical_resource_replay_fallback,0.520800786,0.129526924,0.517376604,0.126106103,301989888,16,0.41581211374933336,16.135633680555557,0.025769803776,402653184,894784853.3333334,0.7987142857142857,analytical_resource_replay_fallback,0.006,19791209299968,25769803776,100663296.0,fused_boundary_tile_replay_v1,0.67875,32,2,2,4,0.75,1107296256,894784853.3333334,0,0,0,8,16384,3072,3298534883328,402653184,894784853.3333334,1.002075433731079,582542.2222222222,0.84,0.01,0.006,3145728,0.015242047874258313,0.015993501899717297,,,1d_ring,0.7982609025988767,1,flashoverlap_wave_schedule_contention,0.5208007857493333,5.173574020407886,0.10066557155555556,1703936,0.9304842103984707,0.8571428571428571
2x3_ag_gemm_llama_3_1_405b_mlp_s2048,2x3,AG_GEMM,LLaMA-3.1-405B,mlp,2048,2048,53248,16384,2048,55296,16384,128,512,256,16,18,32,3573412790272,3710851743744,97213241,97000488,24310979,24098308,1.0021933188624783,1.008825142412488,3.9987382244047023,4.025199113564321,4.034027658705333,1.00661730967987,24098308,27833546,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,16416,2052,8876,288,analytical_resource_replay_fallback,0.097213241,0.024310979,0.097000488,0.024098308,56623104,16,0.07752786466133332,16.04521122685185,0.004831838208,75497472,55924053.333333336,0.7834117647058824,analytical_resource_replay_fallback,0.006,3573412790272,4831838208,18874368.0,fused_boundary_tile_replay_v1,0.8145,32,2,2,4,0.9,207618048,55924053.333333336,0,0,2048,8,16384,9216,618475290624,75497472,55924053.333333336,1.004060892531505,194180.74074074076,0.7644444444444444,0.003999999999999999,0.006,3145728,0.01508865707022252,0.015356927032580198,,,1d_ring,0.7832552635759635,1,flashoverlap_wave_schedule_contention,0.09721324066133333,5.1503358436276825,0.01887512651851852,1703936,0.9304842103984707,0.5294117647058824
2x3_ag_gemm_llama_3_1_405b_mlp_s32768,2x3,AG_GEMM,LLaMA-3.1-405B,mlp,32768,32768,53248,16384,32768,55296,16384,128,512,256,256,18,32,57174604644352,59373627899904,1555411851,1551991807,376055988,372637324,1.0022036482309857,1.0091742393469958,4.13611776074152,4.164885552366193,4.174063495045923,1.006955264160447,372637324,430396109,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,16416,32772,8876,4608,analytical_resource_replay_fallback,1.555411851,0.376055988,1.551991807,0.372637324,905969664,16,1.2404458345813332,16.04521122685185,0.077309411328,1207959552,894784853.3333334,0.8105789473684211,analytical_resource_replay_fallback,0.006,57174604644352,77309411328,301989888.0,fused_boundary_tile_replay_v1,0.8145,32,2,2,4,0.9,3321888768,894784853.3333334,0,0,2048,8,16384,9216,9895604649984,1207959552,894784853.3333334,1.0022259859296565,194180.74074074076,0.7644444444444444,0.003999999999999999,0.006,3145728,0.01508865707022252,0.015369304561650043,,,1d_ring,0.810414381893223,1,flashoverlap_wave_schedule_contention,1.5554118505813332,5.150529887308788,0.30199064651851854,1703936,0.9304842103984707,0.9473684210526315
2x3_ag_gemm_mixtral_8x7b_single_expert_attention_s2048,2x3,AG_GEMM,Mixtral-8x7B-single-expert,attention,2048,2048,6144,4096,2048,6144,4096,128,512,256,16,2,8,103079215104,103079215104,2865649,2814397,744264,693169,1.0182106504519441,1.0737121827433136,3.850312523513162,4.060188785130322,4.134127463865234,1.0545088899499673,693169,800611,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,2052,1024,32,analytical_resource_replay_fallback,0.002865649,0.000744264,0.002814397,0.000693169,2097152,16,0.0022020969813333333,16.406901041666668,0.000134217728,25165824,13981013.333333334,0.7602222222222222,analytical_resource_replay_fallback,0.006,103079215104,134217728,524288.0,fused_boundary_tile_replay_v1,0.905,8,2,4,2,1.0,35651584,13981013.333333334,0,0,0,8,4096,1024,17179869184,8388608,13981013.333333334,1.0097808837890625,436906.6666666667,0.82,0.0,0.006,3145728,0.01571296383770161,0.017906059476208908,,,1d_ring,0.7588260151463272,1,flashoverlap_wave_schedule_contention,0.0028656489813333333,5.448057105775471,0.0005259946666666666,1703936,0.9304842103984707,0.1111111111111111
2x3_ag_gemm_mixtral_8x7b_single_expert_attention_s32768,2x3,AG_GEMM,Mixtral-8x7B-single-expert,attention,32768,32768,6144,4096,32768,6144,4096,128,512,256,256,2,8,1649267441664,1649267441664,45850384,44996802,11407854,10556943,1.0189698370119726,1.080602026552573,4.019194495301219,4.262294681329624,4.343149716731444,1.060484802691835,10556943,12193269,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,32772,1024,512,analytical_resource_replay_fallback,0.045850384,0.011407854,0.044996802,0.010556943,33554432,16,0.035233551701333334,16.406901041666668,0.002147483648,402653184,223696213.33333334,0.7963333333333333,analytical_resource_replay_fallback,0.006,1649267441664,2147483648,8388608.0,fused_boundary_tile_replay_v1,0.905,8,2,4,2,1.0,570425344,223696213.33333334,0,0,0,8,4096,1024,274877906944,134217728,223696213.33333334,1.0079355239868164,436906.6666666667,0.82,0.0,0.006,3145728,0.01571296383770161,0.01804409942502035,,,1d_ring,0.7947674550597342,1,flashoverlap_wave_schedule_contention,0.04585038370133333,5.464679874699972,0.008390314666666666,1703936,0.9304842103984707,0.6666666666666666
2x3_ag_gemm_mixtral_8x7b_single_expert_mlp_s2048,2x3,AG_GEMM,Mixtral-8x7B-single-expert,mlp,2048,2048,14336,4096,2048,15360,4096,128,512,256,16,5,8,240518168576,257698037760,6959322,6906857,1794177,1741784,1.0075960744518093,1.030080078815743,3.8788380410628385,3.9653923793076524,3.9955137950515103,1.022314501747306,1741784,2011760,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,2052,2390,80,analytical_resource_replay_fallback,0.006959322,0.001794177,0.006906857,0.001741784,15728640,16,0.005423322453333333,16.162760416666668,0.00033554432,20971520,13981013.333333334,0.7534761904761905,analytical_resource_replay_fallback,0.006,240518168576,335544320,1310720.0,fused_boundary_tile_replay_v1,0.565625,8,2,2,4,0.625,57671680,13981013.333333334,0,0,1024,8,4096,2560,42949672960,20971520,13981013.333333334,1.0100626306874412,174762.6666666667,0.76,0.015,0.006,3145728,0.015313176184222874,0.01624306466875811,,,1d_ring,0.7529076976486859,1,flashoverlap_wave_schedule_contention,0.006959322453333333,5.306777719937532,0.0013114026666666667,1703936,0.9304842103984707,0.23809523809523808
2x3_ag_gemm_mixtral_8x7b_single_expert_mlp_s32768,2x3,AG_GEMM,Mixtral-8x7B-single-expert,mlp,32768,32768,14336,4096,32768,15360,4096,128,512,256,256,5,8,3848290697216,4123168604160,111349159,110495233,27347434,26494736,1.0077281704994459,1.0321836760328542,4.071649245044343,4.170459860403969,4.202689885266266,1.0242679586115846,26494736,30601420,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,4128,32772,2390,1280,analytical_resource_replay_fallback,0.111349159,0.027347434,0.110495233,0.026494736,251658240,16,0.08677315925333333,16.162760416666668,0.00536870912,335544320,223696213.33333334,0.7921666666666667,analytical_resource_replay_fallback,0.006,3848290697216,5368709120,20971520.0,fused_boundary_tile_replay_v1,0.565625,8,2,2,4,0.625,922746880,223696213.33333334,0,0,1024,8,4096,2560,687194767360,335544320,223696213.33333334,1.0082167559968573,174762.6666666667,0.76,0.015,0.006,3145728,0.015313176184222874,0.016306895171404004,,,1d_ring,0.7915611093068552,1,flashoverlap_wave_schedule_contention,0.11134915925333333,5.309368835649881,0.02097220266666667,1703936,0.9304842103984707,0.8333333333333334
2x3_ag_gemm_deepseek_v3_single_routed_expert_mlp_s2048,2x3,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,2048,2048,2048,7168,2048,3072,7168,128,512,256,16,1,7,60129542144,90194313216,2531678,2445753,705354,619943,1.0351323293889447,1.1377723435864264,3.589230372266975,3.9451256002567976,4.083727052325778,1.0991564182504778,619943,716035,1.155,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,,canonical_experiment_fallback,analytical_resource_replay_fallback,estimated_via_tiling_and_padding,,7200,2052,342,16,analytical_resource_replay_fallback,0.002531678,0.000705354,0.002445753,0.000619943,0,16,0.0019746215253333334,16.813802083333336,0.000117440512,12582912,24466773.333333336,0.7523235294117647,analytical_resource_replay_fallback,0.0045000000000000005,60129542144,117440512,458752.0,fused_boundary_tile_replay_v1,0.89,7,4,4,1,1.0,25165824,24466773.333333336,0,0,1024,8,7168,512,15032385536,12582912,24466773.333333336,1.0083918060575212,1529173.3333333335,0.84,0.0,0.012,3145728,0.01640543450436702,0.02061478517944011,,,1d_ring,0.7496260470158309,1,flashoverlap_wave_schedule_contention,0.0025316775253333332,5.447685640837312,0.0004647253333333333,1703936,0.9304842103984707,0.058823529411764705
