case_id,mesh,operator,model,layer,seq_len,M,N,K,logical_M,logical_N,logical_K,runtime_M,runtime_N,runtime_K,padding_M,padding_N,padding_K,flops,logical_flops,runtime_flops,runtime_flops_over_logical_flops,rank_flops,collective_bytes,logical_collective_bytes,runtime_collective_bytes,theory_time,theory_naive_time,theory_speedup,theory_algorithm,theory_Px,theory_Py,rank_N,rank_K,Tm,Tn,Tk,algorithmic_theory_time,algorithmic_theory_naive_time,algorithmic_theory_speedup,theory_model,theory_attainment_rate,theory_boundary_waves,segment_bytes,segmented_comm_efficiency,topology_efficiency,core_schedule_efficiency,wave_fill_efficiency,split_k_penalty,fanout_penalty,spatial_penalty,t10_contention_tail,t11_contention_tail,intra_pm,intra_pn,intra_pk,active_cores,intra_k_waves,intra_compute_efficiency,intra_spatial_utilization,a_broadcast_bytes,b_broadcast_bytes,reduction_bytes,local_transport_bytes,hbm_traffic_model,hbm_bytes_per_die,hbm_cycles,tile_M,tile_N,tile_K,Qfull,q_window,tile_live_bytes,sram_capacity_bytes,T00_cycles,T10_cycles,T01_cycles,T11_cycles,T00_time,T10_time,T01_time,T11_time,inter_speedup_without_intra,inter_speedup_with_intra,intra_speedup_without_inter,intra_speedup_with_inter,total_speedup,synergy,congestion_factor,normal_cycles,congested_upper_bound_cycles,estimate_source,T11_source,T00_T10_T01_source,schedule_source,status,error
1x4_ag_gemm_deepseek_v3_single_routed_expert_mlp_s2048,1x4,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,2048,2048,512,7168,2048,2048,7168,2048,2048,7168,0,0,0,60129542144,60129542144,60129542144,1.0,15032385536,22020096.0,22020096.0,22020096.0,0.000464128,0.0025221201919999998,5.434104798676227,1d_ring,,,512,7168,16,1,7,0.000117440512,0.001965064192,16.732421875,flashoverlap_wave_schedule_contention,0.7499664137858717,1,1376256.0,0.84,0.9304842103984707,0.7523235294117647,0.058823529411764705,0.012,0.0045000000000000005,0.0,0.01626489105393032,0.020053306661496097,4,1,4,16,7,0.89,1.0,0,12582912,12582912,25165824,fused_boundary_tile_replay_v1,117440512,458752.0,128,512,256,16,8,1703936,3145728,2522120,2444772,695796,618865,0.00252212,0.002444772,0.000695796,0.000618865,1.0316381241277306,1.124309825244601,3.6247980729984075,3.9504124485954124,4.075396087999806,1.0898296592084808,1.155,618865,714789,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_ag_gemm_deepseek_v3_single_routed_expert_mlp_s32768,1x4,AG_GEMM,DeepSeek-V3-single-routed-expert,mlp,32768,32768,512,7168,32768,2048,7168,32768,2048,7168,0,0,0,962072674304,962072674304,962072674304,1.0,240518168576,352321536.0,352321536.0,352321536.0,0.007345408,0.040353923071999996,5.493761962848081,1d_ring,,,512,7168,256,1,7,0.001879048192,0.031441027072,16.732421875,flashoverlap_wave_schedule_contention,0.7780512943951035,1,1376256.0,0.84,0.9304842103984707,0.781,0.5,0.012,0.0045000000000000005,0.0,0.01626489105393032,0.020245924590068704,4,1,4,16,7,0.89,1.0,0,201326592,201326592,402653184,fused_boundary_tile_replay_v1,1879048192,7340032.0,128,512,256,256,8,1703936,3145728,40353923,39013184,10774504,9440776,0.040353923,0.039013184,0.010774504,0.009440776,1.0343663055032883,1.1412731326323176,3.745316072090186,4.132412844028923,4.274428606292534,1.1033549010251371,1.155,9440776,10904096,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_2_7b_attention_s2048,1x4,GEMM_RS,LLaMA-2-7B,attention,2048,2048,4096,3072,2048,4096,12288,2048,4096,12288,0,0,0,206158430208,206158430208,206158430208,1.0,51539607552,12582912.0,12582912.0,12582912.0,0.001966464,0.008818130944,4.484257501790015,1d_ring,,,4096,3072,16,8,12,0.000402653184,0.0064916029440000005,16.1220703125,flashoverlap_wave_schedule_contention,0.7743057354752044,1,98304.0,0.7424999999999999,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.015227166732980205,0.015784887555135824,2,8,1,16,12,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,503316480,1966079.9999999998,128,512,256,128,8,1703936,3145728,8818131,8770618,2587121,2539648,0.008818131,0.008770618,0.002587121,0.002539648,1.0054172921452058,1.0186927479713723,3.4084725840036088,3.4534778047981454,3.4721863029837206,1.0132039262999362,1.155,2539648,2933293,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_2_7b_attention_s32768,1x4,GEMM_RS,LLaMA-2-7B,attention,32768,32768,4096,3072,32768,4096,12288,32768,4096,12288,0,0,0,3298534883328,3298534883328,3298534883328,1.0,824633720832,201326592.0,201326592.0,201326592.0,0.031457663999999996,0.141090095104,4.485078583838902,1d_ring,,,4096,3072,256,8,12,0.006442450944,0.10386564710400001,16.1220703125,flashoverlap_wave_schedule_contention,0.810399897304249,1,98304.0,0.7424999999999999,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.015227166732980205,0.015821475113285445,2,8,1,16,12,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,8053063680,31457279.999999996,128,512,256,2048,8,1703936,3145728,141090095,140321552,39585325,38817458,0.141090095,0.140321552,0.039585325,0.038817458,1.0054770132531032,1.0197814859489254,3.564202011730357,3.6149083229509773,3.634707223744533,1.0142265536728103,1.155,38817458,44834164,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_2_7b_mlp_s2048,1x4,GEMM_RS,LLaMA-2-7B,mlp,2048,2048,4096,2752,2048,4096,11008,2048,4096,11264,0,0,256,184683593728,184683593728,188978561024,1.0,47244640256,12582912.0,12582912.0,12582912.0,0.001802624,0.008117420032,4.503113257118512,1d_ring,,,4096,2816,16,8,11,0.000369098752,0.005954732032000001,16.133167613636363,flashoverlap_wave_schedule_contention,0.7742714694226995,1,98304.0,0.7424999999999999,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.015246895652249036,0.015856240969239082,2,8,1,16,11,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,461373440,1802240.0,128,512,256,128,8,1703936,3145728,8117420,8069909,2375624,2328155,0.00811742,0.008069909,0.002375624,0.002328155,1.0058874269833773,1.0203891063954076,3.416963290487047,3.4662249721345875,3.4866321185659888,1.0144168015455965,1.155,2328155,2689020,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_2_7b_mlp_s32768,1x4,GEMM_RS,LLaMA-2-7B,mlp,32768,32768,4096,2752,32768,4096,11008,32768,4096,11264,0,0,256,2954937499648,2954937499648,3023656976384,1.0,755914244096,201326592.0,201326592.0,201326592.0,0.028836224,0.129878720512,4.504012748409778,1d_ring,,,4096,2816,256,8,11,0.005905580032,0.09527571251200001,16.133167613636363,flashoverlap_wave_schedule_contention,0.8103636291179135,1,98304.0,0.7424999999999999,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.015246895652249036,0.015896154669038667,2,8,1,16,11,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,7381975040,28835840.0,128,512,256,2048,8,1703936,3145728,129878721,129110200,36352084,35584302,0.129878721,0.1291102,0.036352084,0.035584302,1.0059524421773027,1.021576424345769,3.5727998702907926,3.628290924464389,3.6498881163946955,1.0155315316245463,1.155,35584302,41099869,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_gpt_3_175b_attention_s2048,1x4,GEMM_RS,GPT-3-175B,attention,2048,2048,12288,9216,2048,12288,36864,2048,12288,36864,0,0,0,1855425871872,1855425871872,1855425871872,1.0,463856467968,37748736.0,37748736.0,37748736.0,0.017695104,0.076905578496,4.34615012695037,1d_ring,,,12288,9216,16,24,36,0.003623878656,0.058129514496,16.040690104166664,flashoverlap_wave_schedule_contention,0.7918819702210275,1,98304.0,0.7424999999999999,0.9304842103984707,0.792,0.6,0.0,0.012,0.0,0.015077855746082815,0.015267483194349216,2,8,1,16,36,0.92,1.0,176160768,100663296,0,276824064,fused_boundary_tile_replay_v1,4529848320,17694720.0,128,512,256,384,8,1703936,3145728,76905578,76761896,22489274,22345633,0.076905578,0.076761896,0.022489274,0.022345633,1.0018717880548442,1.0064281463854705,3.4196558768415555,3.435207944209949,3.4416379254058276,1.0045478457273185,1.155,22345633,25809206,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_gpt_3_175b_attention_s32768,1x4,GEMM_RS,GPT-3-175B,attention,32768,32768,12288,9216,32768,12288,36864,32768,12288,36864,0,0,0,29686813949952,29686813949952,29686813949952,1.0,7421703487488,603979776.0,603979776.0,603979776.0,0.283115904,1.230489255936,4.346238549481134,1d_ring,,,12288,9216,256,24,36,0.057982058496,0.930072231936,16.040690104166664,flashoverlap_wave_schedule_contention,0.8152773154269061,1,98304.0,0.7424999999999999,0.9304842103984707,0.8154,0.96,0.0,0.012,0.0,0.015077855746082815,0.015275386106909532,2,8,1,16,36,0.92,1.0,2818572288,1610612736,0,4429185024,fused_boundary_tile_replay_v1,72477573120,283115520.0,128,512,256,6144,8,1703936,3145728,1230489256,1228182005,349569892,347263316,1.230489256,1.228182005,0.349569892,0.347263316,1.0018785904618428,1.006642152780687,3.520009257547844,3.536745600275268,3.5433896968259093,1.0047546303156836,1.155,347263316,401089130,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_gpt_3_175b_mlp_s2048,1x4,GEMM_RS,GPT-3-175B,mlp,2048,2048,12288,12288,2048,12288,49152,2048,12288,49152,0,0,0,2473901162496,2473901162496,2473901162496,1.0,618475290624,37748736.0,37748736.0,37748736.0,0.023593344,0.102131171328,4.328812877394573,1d_ring,,,12288,12288,16,24,48,0.004831838208,0.077456867328,16.030517578125,flashoverlap_wave_schedule_contention,0.791911866633844,1,98304.0,0.7424999999999999,0.9304842103984707,0.792,0.6,0.0,0.012,0.0,0.015058598187716755,0.015200612395761912,2,8,1,16,48,0.92,1.0,176160768,100663296,0,276824064,fused_boundary_tile_replay_v1,6039797760,23592960.0,128,512,256,384,8,1703936,3145728,102131171,101987485,29936547,29792891,0.102131171,0.101987485,0.029936547,0.029792891,1.0014088591360009,1.0048218214204188,3.411588216904241,3.423215457674114,3.428038286046158,1.0034081606661265,1.155,29792891,34410789,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_gpt_3_175b_mlp_s32768,1x4,GEMM_RS,GPT-3-175B,mlp,32768,32768,12288,12288,32768,12288,49152,32768,12288,49152,0,0,0,39582418599936,39582418599936,39582418599936,1.0,9895604649984,603979776.0,603979776.0,603979776.0,0.377487744,1.634098741248,4.328878929769969,1d_ring,,,12288,12288,256,24,48,0.077309411328,1.239309877248,16.030517578125,flashoverlap_wave_schedule_contention,0.8153083973420384,1,98304.0,0.7424999999999999,0.9304842103984707,0.8154,0.96,0.0,0.012,0.0,0.015058598187716755,0.01520653958018215,2,8,1,16,48,0.92,1.0,2818572288,1610612736,0,4429185024,fused_boundary_tile_replay_v1,96636764160,377487360.0,128,512,256,6144,8,1703936,3145728,1634098741,1631791425,465306757,462999946,1.634098741,1.631791425,0.465306757,0.462999946,1.0014139772796025,1.0049823137560365,3.511874083960487,3.524387938049565,3.529371342518472,1.0035632980539455,1.155,462999946,534764937,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_3_8b_attention_s2048,1x4,GEMM_RS,LLaMA-3-8B,attention,2048,2048,4096,1536,2048,4096,6144,2048,4096,6144,0,0,0,103079215104,103079215104,103079215104,1.0,25769803776,12582912.0,12582912.0,12582912.0,0.0009834239999999999,0.004613865472,4.6916339971365355,1d_ring,,,4096,1536,16,8,6,0.000201326592,0.003270377472,16.244140625,flashoverlap_wave_schedule_contention,0.7739113835516678,1,98304.0,0.7424999999999999,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.01543639547377941,0.016569775110271648,2,8,1,16,6,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,251658240,983039.9999999999,128,512,256,128,8,1703936,3145728,4613865,4566367,1318137,1270719,0.004613865,0.004566367,0.001318137,0.001270719,1.0104017044622124,1.037315881796054,3.5002924582194415,3.593530119562232,3.6309089578419775,1.0266371060291972,1.155,1270719,1467681,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_3_8b_attention_s32768,1x4,GEMM_RS,LLaMA-3-8B,attention,32768,32768,4096,1536,32768,4096,6144,32768,4096,6144,0,0,0,1649267441664,1649267441664,1649267441664,1.0,412316860416,201326592.0,201326592.0,201326592.0,0.015729023999999998,0.073821847552,4.693352082875581,1d_ring,,,4096,1536,256,8,6,0.003221225472,0.052326039552,16.244140625,flashoverlap_wave_schedule_contention,0.8099833680710989,1,98304.0,0.7424999999999999,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.01543639547377941,0.016642950226570887,2,8,1,16,6,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,4026531840,15728639.999999998,128,512,256,2048,8,1703936,3145728,73821848,73053543,20185878,19418947,0.073821848,0.073053543,0.020185878,0.019418947,1.0105170121591502,1.0394939540233568,3.6571036444389486,3.7619724179689045,3.8015371276310708,1.0286753627257517,1.155,19418947,22428884,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_3_8b_mlp_s2048,1x4,GEMM_RS,LLaMA-3-8B,mlp,2048,2048,4096,3584,2048,4096,14336,2048,4096,14336,0,0,0,240518168576,240518168576,240518168576,1.0,60129542144,12582912.0,12582912.0,12582912.0,0.002294144,0.010219552767999998,4.454625676505049,1d_ring,,,4096,3584,16,8,14,0.000469762048,0.007565344768,16.104631696428573,flashoverlap_wave_schedule_contention,0.7743593294755158,1,98304.0,0.7424999999999999,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.01519586448397868,0.01567276076154499,2,8,1,16,14,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,587202560,2293760.0,128,512,256,128,8,1703936,3145728,10219553,10172038,3010116,2962635,0.010219553,0.010172038,0.003010116,0.002962635,1.0046711386646412,1.0160266114455543,3.3950694923385014,3.433442864207032,3.4494809519228657,1.0113026764121107,1.155,2962635,3421843,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_3_8b_mlp_s32768,1x4,GEMM_RS,LLaMA-3-8B,mlp,32768,32768,4096,3584,32768,4096,14336,32768,4096,14336,0,0,0,3848290697216,3848290697216,3848290697216,1.0,962072674304,201326592.0,201326592.0,201326592.0,0.036700544,0.16351284428799998,4.455324811752109,1d_ring,,,4096,3584,256,8,14,0.007516192768,0.121045516288,16.104631696428573,flashoverlap_wave_schedule_contention,0.8104562395860014,1,98304.0,0.7424999999999999,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.01519586448397868,0.01570412152567324,2,8,1,16,14,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,9395240960,36700160.0,128,512,256,2048,8,1703936,3145728,163512844,162744266,46051807,45283807,0.163512844,0.162744266,0.046051807,0.045283807,1.0047226118553387,1.016959704823404,3.550628187076351,3.5938733242989045,3.610845793066824,1.012179573569533,1.155,45283807,52302797,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_3_1_405b_attention_s2048,1x4,GEMM_RS,LLaMA-3.1-405B,attention,2048,2048,16384,4608,2048,16384,18432,2048,16384,18432,0,0,0,1236950581248,1236950581248,1236950581248,1.0,309237645312,50331648.0,50331648.0,50331648.0,0.011796864,0.052089585663999995,4.415545153695083,1d_ring,,,16384,4608,16,32,18,0.002415919104,0.038851313664,16.081380208333332,flashoverlap_wave_schedule_contention,0.7960917481912472,1,98304.0,0.7424999999999999,0.9304842103984707,0.7963333333333333,0.6666666666666666,0.0,0.012,0.0,0.015153548351854368,0.015537893393350398,2,8,1,16,18,0.92,1.0,234881024,134217728,0,369098752,fused_boundary_tile_replay_v1,3019898880,11796480.0,128,512,256,512,8,1703936,3145728,52089586,51897846,15010103,14818473,0.052089586,0.051897846,0.015010103,0.014818473,1.0036945656665597,1.0129318317751093,3.4703017027931122,3.5022398056803827,3.515179060622508,1.009203264045188,1.155,14818473,17115336,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_3_1_405b_attention_s32768,1x4,GEMM_RS,LLaMA-3.1-405B,attention,32768,32768,16384,4608,32768,16384,18432,32768,16384,18432,0,0,0,19791209299968,19791209299968,19791209299968,1.0,4947802324992,805306368.0,805306368.0,805306368.0,0.188744064,0.8334333706239999,4.415679905165123,1d_ring,,,16384,4608,256,32,18,0.038654705664,0.621621018624,16.081380208333332,flashoverlap_wave_schedule_contention,0.8157802654829607,1,98304.0,0.7424999999999999,0.9304842103984707,0.816030303030303,0.9696969696969697,0.0,0.012,0.0,0.015153548351854368,0.015551197959950257,2,8,1,16,18,0.92,1.0,3758096384,2147483648,0,5905580032,fused_boundary_tile_replay_v1,48318382080,188743680.0,128,512,256,8192,8,1703936,3145728,833433371,830357195,234440668,231366303,0.833433371,0.830357195,0.234440668,0.231366303,1.0037046418318805,1.0132878684585283,3.5549863345381696,3.5889288294501553,3.6022245253233787,1.0095478552427108,1.155,231366303,267228080,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_3_1_405b_mlp_s2048,1x4,GEMM_RS,LLaMA-3.1-405B,mlp,2048,2048,16384,13312,2048,16384,53248,2048,16384,53248,0,0,0,3573412790272,3573412790272,3573412790272,1.0,893353197568,50331648.0,50331648.0,50331648.0,0.034079104,0.14738626969600002,4.324828190788115,1d_ring,,,16384,13312,16,32,52,0.006979321856,0.111865757696,16.028170072115383,flashoverlap_wave_schedule_contention,0.7962515582347462,1,98304.0,0.7424999999999999,0.9304842103984707,0.7963333333333333,0.6666666666666666,0.0,0.012,0.0,0.015054134788417273,0.015186193866928984,2,8,1,16,52,0.92,1.0,234881024,134217728,0,369098752,fused_boundary_tile_replay_v1,8724152320,34078720.0,128,512,256,512,8,1703936,3145728,147386270,147194502,42991150,42799419,0.14738627,0.147194502,0.04299115,0.042799419,1.0013028204001804,1.004479757073338,3.4282932650091937,3.4391705644415405,3.443651186012595,1.0031728030805782,1.155,42799419,49433329,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_llama_3_1_405b_mlp_s32768,1x4,GEMM_RS,LLaMA-3.1-405B,mlp,32768,32768,16384,13312,32768,16384,53248,32768,16384,53248,0,0,0,57174604644352,57174604644352,57174604644352,1.0,14293651161088,805306368.0,805306368.0,805306368.0,0.545259904,2.3581803151360003,4.324873877276698,1d_ring,,,16384,13312,256,32,52,0.111669149696,1.789852123136,16.028170072115383,flashoverlap_wave_schedule_contention,0.8159457367236334,1,98304.0,0.7424999999999999,0.9304842103984707,0.816030303030303,0.9696969696969697,0.0,0.012,0.0,0.015054134788417273,0.015190799293828935,2,8,1,16,52,0.92,1.0,3758096384,2147483648,0,5905580032,fused_boundary_tile_replay_v1,139586437120,545259520.0,128,512,256,8192,8,1703936,3145728,2358180315,2355103687,671331110,668255105,2.358180315,2.355103687,0.67133111,0.668255105,1.0013063662619115,1.0046030400321446,3.5126933339943087,3.524258429720488,3.528862402031332,1.003292372725583,1.155,668255105,771834646,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_mixtral_8x7b_single_expert_attention_s2048,1x4,GEMM_RS,Mixtral-8x7B-single-expert,attention,2048,2048,4096,1536,2048,4096,6144,2048,4096,6144,0,0,0,103079215104,103079215104,103079215104,1.0,25769803776,12582912.0,12582912.0,12582912.0,0.0009834239999999999,0.004613865472,4.6916339971365355,1d_ring,,,4096,1536,16,8,6,0.000201326592,0.003270377472,16.244140625,flashoverlap_wave_schedule_contention,0.7739113835516678,1,98304.0,0.7424999999999999,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.01543639547377941,0.016569775110271648,2,8,1,16,6,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,251658240,983039.9999999999,128,512,256,128,8,1703936,3145728,4613865,4566367,1318137,1270719,0.004613865,0.004566367,0.001318137,0.001270719,1.0104017044622124,1.037315881796054,3.5002924582194415,3.593530119562232,3.6309089578419775,1.0266371060291972,1.155,1270719,1467681,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_mixtral_8x7b_single_expert_attention_s32768,1x4,GEMM_RS,Mixtral-8x7B-single-expert,attention,32768,32768,4096,1536,32768,4096,6144,32768,4096,6144,0,0,0,1649267441664,1649267441664,1649267441664,1.0,412316860416,201326592.0,201326592.0,201326592.0,0.015729023999999998,0.073821847552,4.693352082875581,1d_ring,,,4096,1536,256,8,6,0.003221225472,0.052326039552,16.244140625,flashoverlap_wave_schedule_contention,0.8099833680710989,1,98304.0,0.7424999999999999,0.9304842103984707,0.8107777777777778,0.8888888888888888,0.0,0.012,0.0,0.01543639547377941,0.016642950226570887,2,8,1,16,6,0.92,1.0,939524096,536870912,0,1476395008,fused_boundary_tile_replay_v1,4026531840,15728639.999999998,128,512,256,2048,8,1703936,3145728,73821848,73053543,20185878,19418947,0.073821848,0.073053543,0.020185878,0.019418947,1.0105170121591502,1.0394939540233568,3.6571036444389486,3.7619724179689045,3.8015371276310708,1.0286753627257517,1.155,19418947,22428884,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
1x4_gemm_rs_mixtral_8x7b_single_expert_mlp_s2048,1x4,GEMM_RS,Mixtral-8x7B-single-expert,mlp,2048,2048,4096,3584,2048,4096,14336,2048,4096,14336,0,0,0,240518168576,240518168576,240518168576,1.0,60129542144,12582912.0,12582912.0,12582912.0,0.002294144,0.010219552767999998,4.454625676505049,1d_ring,,,4096,3584,16,8,14,0.000469762048,0.007565344768,16.104631696428573,flashoverlap_wave_schedule_contention,0.7743593294755158,1,98304.0,0.7424999999999999,0.9304842103984707,0.7746666666666666,0.3333333333333333,0.0,0.012,0.0,0.01519586448397868,0.01567276076154499,2,8,1,16,14,0.92,1.0,58720256,33554432,0,92274688,fused_boundary_tile_replay_v1,587202560,2293760.0,128,512,256,128,8,1703936,3145728,10219553,10172038,3010116,2962635,0.010219553,0.010172038,0.003010116,0.002962635,1.0046711386646412,1.0160266114455543,3.3950694923385014,3.433442864207032,3.4494809519228657,1.0113026764121107,1.155,2962635,3421843,analytical_resource_replay_fallback,analytical_resource_replay_fallback,analytical_resource_replay_fallback,canonical_experiment_fallback,estimated_via_tiling_and_padding,
