case_id,operator_family,stage,model_or_moe_config,D,Px,Py,S,state,comparison,inter_enabled,intra_enabled,compute_source,algorithm,compute_time_ns,communication_time_ns,total_time_ns,baseline_state,speedup,inter_port_time_ns,ideal_speedup,attainment,evidence,production_expert_placement_closed,valid_flops,padded_flops,config_sha256,gpu_yaml_sha256,required_shapes_sha256,git_commit
d6_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,6,2,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,260319012.2159464,4282205.380396521,260385837.0,W00,1.049948649856866,1843200.0,1.0502181752795265,0.9997433624469613,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,33397665693696,33397665693696,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,6,2,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,264913038.4695652,8478720.0,273391758.0,C00,1.0,5529600.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,33397665693696,33397665693696,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,6,2,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,264913038.4695652,4282205.380396521,264979829.0,C00,1.031745544676912,1843200.0,1.0320056709153214,0.999747941076546,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,33397665693696,33397665693696,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,6,2,3,36864,G00,gpu_inter,False,,gpu_lut,2d_row_column,22699009.0,2949120.0,25648129.0,G00,1.0,,1.129922852579159,0.8850161740842772,measured_gpu_lut_resource_replay,True,33397665693696,33397665693696,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_o_proj_s36864,gemm_rs,o_proj,GPT-3-175B,6,2,3,36864,G10,gpu_inter,True,,gpu_lut,2d_row_column,22699009.0,4254290.713729854,22763985.188359216,G00,1.1266976668529747,,1.129922852579159,0.9971456584679012,measured_gpu_lut_resource_replay,True,33397665693696,33397665693696,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,6,2,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,22403161.043478258,529920.0,22933081.0,W00,1.0,345600.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,2783138807808,2783138807808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,6,2,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,22290764.63350325,267887.83627478254,22295493.0,W00,1.0285971698405592,115200.0,1.028815358156505,0.9997879227655225,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,2783138807808,2783138807808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,6,2,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,22403161.043478258,529920.0,22933081.0,C00,1.0,345600.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,2783138807808,2783138807808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,6,2,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,22403161.043478258,267887.83627478254,22407889.0,C00,1.023437816922424,115200.0,1.0236538029384923,0.9997890048222864,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,2783138807808,2783138807808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,6,2,3,2304,G00,gpu_inter,False,,gpu_lut,2d_row_column,2121728.0,184320.0,2306048.0,G00,1.0,,1.0868725868725868,0.9200710479573713,measured_gpu_lut_resource_replay,True,2783138807808,2783138807808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s2304,gemm_rs,down_proj,GPT-3-175B,6,2,3,2304,G10,gpu_inter,True,,gpu_lut,2d_row_column,2121728.0,265893.16960811586,2126357.635461816,G00,1.0845061816231858,,1.0868725868725868,0.9978227390422918,measured_gpu_lut_resource_replay,True,2783138807808,2783138807808,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,6,2,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,351447912.62608695,8478720.0,359926633.0,W00,1.0,5529600.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,44530220924928,44530220924928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,6,2,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,347092016.2879285,4282205.380396521,347158348.0,W00,1.0367794266609427,1843200.0,1.036977562461202,0.9998089295203368,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,44530220924928,44530220924928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,6,2,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,351447912.62608695,8478720.0,359926633.0,C00,1.0,5529600.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,44530220924928,44530220924928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,6,2,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,351447912.62608695,4282205.380396521,351514226.0,C00,1.0239319105110698,1843200.0,1.0241251123404274,0.9998113493878535,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,44530220924928,44530220924928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,6,2,3,36864,G00,gpu_inter,False,,gpu_lut,2d_row_column,30160896.0,2949120.0,33110016.0,G00,1.0,,1.0977795885108983,0.9109296715531638,measured_gpu_lut_resource_replay,True,44530220924928,44530220924928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_gemm_rs_gpt_3_175b_down_proj_s36864,gemm_rs,down_proj,GPT-3-175B,6,2,3,36864,G10,gpu_inter,True,,gpu_lut,2d_row_column,30160896.0,4254290.713729854,30225737.765666556,G00,1.0954245767860031,,1.0977795885108983,0.9978547499429374,measured_gpu_lut_resource_replay,True,44530220924928,44530220924928,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,10887132.275753353,5801.933256455357,10892934.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,6117508.892444444,5790.502304322369,6117999.0,W00,1.7804733214242108,,1.7806159650137239,0.9999198908735427,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,10887132.275753353,48129.116011748665,10935261.0,C00,1.0,42327.18275529331,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,10887132.275753353,14899.747062639806,10888846.0,C00,1.004262618830315,14109.060918431103,1.004420698033938,0.9998426165411242,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,2304,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,1949696.0,5801.933256455357,1955497.9332564555,G00,1.0,,1.0029758143097465,0.9970330148870096,measured_gpu_lut_resource_replay,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s2304,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,2304,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,1949696.0,5790.502304322369,1950186.7242466472,G00,1.0027234361426904,,1.0029758143097465,0.9997483706352085,measured_gpu_lut_resource_replay,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,149307994.93119997,92488.00353929607,149400483.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,88092128.05119999,92476.57258716309,88092671.0,W00,1.695946794484186,,1.6959572473168887,0.9999938366178043,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,149307994.93119997,769722.9276239891,150077718.0,C00,1.0,677234.924084693,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,149307994.93119997,229773.3477360653,149313047.0,C00,1.0051212604347963,225744.97469489765,1.0051552702797644,0.9999661645857375,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,36864,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,13869056.0,92488.00353929607,13961544.003539296,G00,1.0,,1.0066686588863218,0.9933755175275851,measured_gpu_lut_resource_replay,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_up_gate_s36864,dispatch_gemm,up_gate,Mixtral-8x7B,6,2,3,36864,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,13869056.0,92476.57258716309,13869599.068800032,G00,1.006629242437591,,1.0066686588863218,0.999960844664843,measured_gpu_lut_resource_replay,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s2304,dispatch_gemm,down,Mixtral-8x7B,6,2,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,7356161.024987788,5801.933256455357,7361963.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s2304,dispatch_gemm,down,Mixtral-8x7B,6,2,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,3824469.333333333,5790.502304322369,3823265.0,W00,1.925569637469545,,1.924963271592887,1.0003150012707287,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s2304,dispatch_gemm,down,Mixtral-8x7B,6,2,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,7356161.024987788,48129.116011748665,7404290.0,C00,1.0,42327.18275529331,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s2304,dispatch_gemm,down,Mixtral-8x7B,6,2,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,7356161.024987788,14610.221947423688,7357112.0,C00,1.006412570584762,14109.060918431103,1.006542675567966,0.9998707407183399,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s2304,dispatch_gemm,down,Mixtral-8x7B,6,2,3,2304,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,884736.0,5801.933256455357,890537.9332564553,G00,1.0,,1.0065578130159227,0.9934849117148337,measured_gpu_lut_resource_replay,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s2304,dispatch_gemm,down,Mixtral-8x7B,6,2,3,2304,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,884736.0,5790.502304322369,884736.0,G00,1.0065578130159227,,1.0065578130159227,1.0,measured_gpu_lut_resource_replay,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s36864,dispatch_gemm,down,Mixtral-8x7B,6,2,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,102197821.44,92488.00353929607,102290309.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s36864,dispatch_gemm,down,Mixtral-8x7B,6,2,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,55074816.0,92476.57258716309,55050606.0,W00,1.8581141322949288,,1.8572973353192863,1.000439777175205,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s36864,dispatch_gemm,down,Mixtral-8x7B,6,2,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,102197821.44,769722.9276239891,102967544.0,C00,1.0,677234.924084693,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s36864,dispatch_gemm,down,Mixtral-8x7B,6,2,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,102197821.44,229452.24852569323,102202074.0,C00,1.0074897697281564,225744.97469489765,1.0075316924485704,0.9999583906682755,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s36864,dispatch_gemm,down,Mixtral-8x7B,6,2,3,36864,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,6725632.0,92488.00353929607,6818120.003539296,G00,1.0,,1.0137515706389073,0.9864349698316713,measured_gpu_lut_resource_replay,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_mixtral_8x7b_down_s36864,dispatch_gemm,down,Mixtral-8x7B,6,2,3,36864,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,6725632.0,92476.57258716309,6725632.0,G00,1.0137515706389073,,1.0137515706389073,1.0,measured_gpu_lut_resource_replay,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
