case_id,operator_family,stage,model_or_moe_config,D,Px,Py,S,state,comparison,inter_enabled,intra_enabled,compute_source,algorithm,compute_time_ns,communication_time_ns,total_time_ns,baseline_state,speedup,inter_port_time_ns,ideal_speedup,attainment,evidence,production_expert_placement_closed,valid_flops,padded_flops,config_sha256,gpu_yaml_sha256,required_shapes_sha256,git_commit
d6_dispatch_gemm_deepseek_v3_up_gate_s2304,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,13836705.974044444,40476.36136959164,13877182.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s2304,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,9787454.987377778,40464.93041745866,9787990.0,W00,1.4177764791341225,,1.4178539791903482,0.9999453398887593,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s2304,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,13836705.974044444,336766.6406566448,14173473.0,C00,1.0,296290.2792870532,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s2304,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,13836705.974044444,100877.14236322578,13839816.0,C00,1.0241084852573183,98763.42642901772,1.0243386703878279,0.9997752841543878,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s2304,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,2304,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,14680064.0,40476.36136959164,14720540.361369591,G00,1.0,,1.0027572333042685,0.9972503481274496,measured_gpu_lut_resource_replay,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s2304,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,2304,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,14680064.0,40464.93041745866,14680599.025955556,G00,1.0027206883958495,,1.0027572333042685,0.9999635555773568,measured_gpu_lut_resource_replay,True,180388626432,180388626432,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s36864,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,153663308.27054438,647278.8533494767,154310587.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s36864,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,88087094.88639998,647267.4223973437,88088031.0,W00,1.7517770036203897,,1.751795619994098,0.9999893729762217,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s36864,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,153663308.27054438,5387923.3219423285,159051232.0,C00,1.0,4740644.468592851,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s36864,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,153663308.27054438,1605041.773371132,153690640.0,C00,1.034879105194695,1580214.8228642836,1.0350631766951774,0.9998221639947911,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s36864,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,36864,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,28835840.0,647278.8533494767,29483118.853349477,G00,1.0,,1.0224470261088103,0.9780457808222707,measured_gpu_lut_resource_replay,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_up_gate_s36864,dispatch_gemm,up_gate,DeepSeek-V3,6,2,3,36864,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,28835840.0,647267.4223973437,28836776.72945562,G00,1.0224138130956102,,1.0224470261088103,0.9999675161525712,measured_gpu_lut_resource_replay,True,2886218022912,2886218022912,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s2304,dispatch_gemm,down,DeepSeek-V3,6,2,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,8735066.511357386,40476.36136959164,8775543.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s2304,dispatch_gemm,down,DeepSeek-V3,6,2,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,6143573.333333333,40464.93041745866,6117180.0,W00,1.4345732837680107,,1.4284102303111328,1.0043146242767635,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s2304,dispatch_gemm,down,DeepSeek-V3,6,2,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,8735066.511357386,336766.6406566448,9071833.0,C00,1.0,296290.2792870532,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s2304,dispatch_gemm,down,DeepSeek-V3,6,2,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,8735066.511357386,100561.01009433939,8737393.0,C00,1.038276863590776,98763.42642901772,1.0385533971841827,0.9997337319446872,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s2304,dispatch_gemm,down,DeepSeek-V3,6,2,3,2304,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,8126464.0,40476.36136959164,8166940.361369591,G00,1.0,,1.004980808549646,0.9950438769504124,measured_gpu_lut_resource_replay,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s2304,dispatch_gemm,down,DeepSeek-V3,6,2,3,2304,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,8126464.0,40464.93041745866,8126464.0,G00,1.004980808549646,,1.004980808549646,1.0,measured_gpu_lut_resource_replay,True,90194313216,90194313216,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s36864,dispatch_gemm,down,DeepSeek-V3,6,2,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,105907069.84594871,647278.8533494767,106554349.0,W00,1.0,,1.0,1.0,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s36864,dispatch_gemm,down,DeepSeek-V3,6,2,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,55480320.0,647267.4223973437,55051091.0,W00,1.9355538112768738,,1.920579207185539,1.00779692086393,analytical_extrapolation_from_exp1_2_d4_h128_architecture,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s36864,dispatch_gemm,down,DeepSeek-V3,6,2,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,105907069.84594871,5387923.3219423285,111294993.0,C00,1.0,4740644.468592851,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s36864,dispatch_gemm,down,DeepSeek-V3,6,2,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,105907069.84594871,1604479.90928919,105933210.0,C00,1.0506147505583943,1580214.8228642836,1.0508740649881874,0.9997532392905747,analytical_fixed_16core_core_to_d2d_port_inter_only_extrapolation_from_exp1_2,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s36864,dispatch_gemm,down,DeepSeek-V3,6,2,3,36864,G00,gpu_inter,False,,gpu_lut,balanced_source_expert_chunk,12320768.0,647278.8533494767,12968046.853349477,G00,1.0,,1.05253559302062,0.9500866351988624,measured_gpu_lut_resource_replay,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d6_dispatch_gemm_deepseek_v3_down_s36864,dispatch_gemm,down,DeepSeek-V3,6,2,3,36864,G10,gpu_inter,True,,gpu_lut,balanced_source_expert_chunk,12320768.0,647267.4223973437,12320768.0,G00,1.05253559302062,,1.05253559302062,1.0,measured_gpu_lut_resource_replay,True,1443109011456,1443109011456,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s2304,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,1490053.5652173911,188416.0,1678470.0,W00,1.0,122880.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,231928233984,236573540352,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s2304,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,1424420.4018547141,96243.0206414932,1426811.0,W00,1.1763786514121353,40960.0,1.1783529622395832,0.9983245166001063,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,231928233984,236573540352,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s2304,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,1490053.5652173911,188416.0,1678470.0,C00,1.0,122880.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,231928233984,236573540352,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s2304,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,1490053.5652173911,96243.0206414932,1492436.0,C00,1.1246512413262613,40960.0,1.1264494372422913,0.9984036603361157,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,231928233984,236573540352,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s2304,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,2304,G00,gpu_inter,False,,gpu_lut,2d_row_column,232448.0,65536.0,297984.0,G00,1.0,,1.2819383259911894,0.7800687285223368,measured_gpu_lut_resource_replay,True,231928233984,236573540352,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s2304,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,2304,G10,gpu_inter,True,,gpu_lut,2d_row_column,232448.0,95344.17619704877,234685.18474934556,G00,1.2697179854717309,,1.2819383259911894,0.9904672945088759,measured_gpu_lut_resource_replay,True,231928233984,236573540352,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s36864,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,36864,W00,native_full,False,False,wafer_model,fixed_16core_full_control,23403190.539130434,3014656.0,26417847.0,W00,1.0,1966080.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,3710851743744,3785176645632,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s36864,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,36864,W11,native_full,True,True,wafer_model,fixed_16core_full_control,21804953.789279114,1535621.6635972247,21833218.0,W00,1.209984116862663,655360.0,1.2115525332132975,0.9987054491591258,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,3710851743744,3785176645632,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s36864,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,36864,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,23403190.539130434,3014656.0,26417847.0,C00,1.0,1966080.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,3710851743744,3785176645632,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s36864,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,36864,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,23403190.539130434,1535621.6635972247,23431248.0,C00,1.1274622248033908,655360.0,1.1288139091902458,0.9988025622506506,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,3710851743744,3785176645632,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s36864,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,36864,G00,gpu_inter,False,,gpu_lut,2d_row_column,3485696.0,1048576.0,4534272.0,G00,1.0,,1.300822561692127,0.7687443541102077,measured_gpu_lut_resource_replay,True,3710851743744,3785176645632,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_o_proj_s36864,gemm_rs,o_proj,LLaMA-2-7B,9,3,3,36864,G10,gpu_inter,True,,gpu_lut,2d_row_column,3485696.0,1525506.8191527803,3511559.270969003,G00,1.2912417675777357,,1.300822561692127,0.9926348186166694,measured_gpu_lut_resource_replay,True,3710851743744,3785176645632,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s2304,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,2304,W00,native_full,False,False,wafer_model,fixed_16core_full_control,1260143.3043478262,188416.0,1448559.0,W00,1.0,122880.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,207769042944,211980976128,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s2304,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,2304,W11,native_full,True,True,wafer_model,fixed_16core_full_control,1187017.001545595,96243.0206414932,1189444.0,W00,1.2178454807456256,40960.0,1.22033551171875,0.9979595521483945,analytical_fixed_16core_core_to_d2d_port_full_and_inter_replay_from_exp1,True,207769042944,211980976128,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s2304,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,2304,C00,native_inter_only,False,False,wafer_model,fixed_16core_inter_control,1260143.3043478262,188416.0,1448559.0,C00,1.0,122880.0,1.0,1.0,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,207769042944,211980976128,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s2304,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,2304,C10,native_inter_only,True,False,wafer_model,fixed_16core_inter_control,1260143.3043478262,96243.0206414932,1262557.0,C00,1.1473216654772813,40960.0,1.149519261025385,0.9980882481724199,analytical_fixed_16core_core_to_d2d_port_inter_only_replay_from_exp1,True,207769042944,211980976128,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
d9_gemm_rs_llama_2_7b_down_proj_s2304,gemm_rs,down_proj,LLaMA-2-7B,9,3,3,2304,G00,gpu_inter,False,,gpu_lut,2d_row_column,126976.0,65536.0,192512.0,G00,1.0,,1.5161290322580645,0.6595744680851063,measured_gpu_lut_resource_replay,True,207769042944,211980976128,001a288dd44764fde42eda00cdff3bc72d148367a740882e522a4341cc079d2c,eb3dcb3818fb040dc20797e1d45b00e0ed68075a7e4993b58089f7b72e4c20e9,309d5daa0c086f7650d981ef8215a448c215692448f11bec61e58763c4e243aa,3cfda7a0ae49b44335a7b70fa5f12a5b6f657cf0
