case_id,limitation_tags,model,model_id,operator_speedup_count,operator_speedup_mean,operator_speedup_mean_method,operator_speedup_mean_scope,operator_to_system_ratio,result_digest,schema_version,selected_operators,seq_len,system_speedup_full_train,tool_digest,training_case_id,training_mesh,training_placement,training_result_digest
amdahl__train__llama2_7b__s2304,"[""unweighted_operator_mean"", ""exp1_1_seq_len_nearest_same_mesh_proxy"", ""operator_mean_is_not_amdahl_weighted_prediction""]",LLaMA-2-7B,llama2_7b,4,3.875689973632442,unweighted_arithmetic_mean,descriptive_not_amdahl_prediction,3.5659095485398713,dcbddbf9eab9dbda6baa1bfc10dd657433743c5ce1c205d55f6fc8fa77d5c7ab,exp2.training_operator_amdahl.v1,"[{""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_2_7b_attention_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-2-7B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 4.082322415773847, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_2_7b_attention_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-2-7B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.636807611309661, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_2_7b_mlp_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-2-7B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 4.082322415773847, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_2_7b_mlp_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-2-7B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.7013074516724154, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}]",2304,1.0868727658051272,525a8ed4900f60f64f63e40c3c4f7b552847c29702ad3559eeaf08d90776c649,train__llama2_7b__s2304,3x3,tp3x3_dp2x2,eaea487575bc9586faa55d13cc5e909bc890f1ac12659d72a575fad547414edd
amdahl__train__llama2_7b__s36864,"[""unweighted_operator_mean"", ""exp1_1_seq_len_nearest_same_mesh_proxy"", ""operator_mean_is_not_amdahl_weighted_prediction""]",LLaMA-2-7B,llama2_7b,4,4.069414731697397,unweighted_arithmetic_mean,descriptive_not_amdahl_prediction,3.8543770017144734,17af5333bf0f229e3f09fb8e52adbbd828960415c0745a074b3d6bf3cafc456a,exp2.training_operator_amdahl.v1,"[{""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_2_7b_attention_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-2-7B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 4.296947440628624, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_2_7b_attention_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-2-7B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 3.8079558869567487, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_2_7b_mlp_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-2-7B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 4.296947440628624, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_2_7b_mlp_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-2-7B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 3.8758081585755906, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}]",36864,1.0557905285049367,525a8ed4900f60f64f63e40c3c4f7b552847c29702ad3559eeaf08d90776c649,train__llama2_7b__s36864,3x3,tp3x3_dp2x2,b5eb3591fd27e72ab8e65f8da9ed2aaae0586e7581578a22d447ad23a7e6b16d
amdahl__train__gpt3_175b__s2304,"[""unweighted_operator_mean"", ""exp1_1_seq_len_nearest_same_mesh_proxy"", ""operator_mean_is_not_amdahl_weighted_prediction""]",GPT-3-175B,gpt3_175b,4,3.753532384903285,unweighted_arithmetic_mean,descriptive_not_amdahl_prediction,3.499899778747212,4578b9301103ac4bb0445866244272e4510edb88e11631999875da08d3bb5a65,exp2.training_operator_amdahl.v1,"[{""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_gpt_3_175b_attention_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""GPT-3-175B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 4.010715183037611, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_gpt_3_175b_attention_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""GPT-3-175B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.511988242315324, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_gpt_3_175b_mlp_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""GPT-3-175B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 4.0134391971007215, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_gpt_3_175b_mlp_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""GPT-3-175B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.4779869171594844, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}]",2304,1.0724685340123827,525a8ed4900f60f64f63e40c3c4f7b552847c29702ad3559eeaf08d90776c649,train__gpt3_175b__s2304,3x3,tp3x3_dp2x2,e3e6b35e1c0139aee22a05243f7ec522766379d6096d17efce0ce4537a5c17be
amdahl__train__gpt3_175b__s36864,"[""unweighted_operator_mean"", ""exp1_1_seq_len_nearest_same_mesh_proxy"", ""operator_mean_is_not_amdahl_weighted_prediction""]",GPT-3-175B,gpt3_175b,4,3.8950748453845105,unweighted_arithmetic_mean,descriptive_not_amdahl_prediction,3.7073535995638034,5550edba8b972df6b24a55ed34b6dde1757ef3d01caf48b041883d6d813ac3ee,exp2.training_operator_amdahl.v1,"[{""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_gpt_3_175b_attention_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""GPT-3-175B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 4.198469041523467, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_gpt_3_175b_attention_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""GPT-3-175B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 3.6159291860338327, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_gpt_3_175b_mlp_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""GPT-3-175B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 4.185026719928386, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_gpt_3_175b_mlp_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""GPT-3-175B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 3.580874434052357, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}]",36864,1.0506348371633054,525a8ed4900f60f64f63e40c3c4f7b552847c29702ad3559eeaf08d90776c649,train__gpt3_175b__s36864,3x3,tp3x3_dp2x2,06b8011414776a8bba1374f09f239f6f750172432b5409194e63fa64205fdd72
amdahl__train__llama3_8b__s2304,"[""unweighted_operator_mean"", ""exp1_1_seq_len_nearest_same_mesh_proxy"", ""operator_mean_is_not_amdahl_weighted_prediction""]",LLaMA-3-8B,llama3_8b,4,3.939032759191984,unweighted_arithmetic_mean,descriptive_not_amdahl_prediction,3.65250200749213,cb999b7f774f6bec07a4374dca6811ba9477af3f8e4d47551629fa9e0e1022bb,exp2.training_operator_amdahl.v1,"[{""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_3_8b_attention_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3-8B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 4.1373686745320155, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_3_8b_attention_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3-8B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.958429840443323, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_3_8b_mlp_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3-8B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 4.06964741769422, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_3_8b_mlp_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3-8B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.5906851040983763, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}]",2304,1.0784478012913101,525a8ed4900f60f64f63e40c3c4f7b552847c29702ad3559eeaf08d90776c649,train__llama3_8b__s2304,3x3,tp3x3_dp2x2,ca14dd65a30847588e1078c74f4aa64bc3befc461084fd500636cdbff70fc619
amdahl__train__llama3_8b__s36864,"[""unweighted_operator_mean"", ""exp1_1_seq_len_nearest_same_mesh_proxy"", ""operator_mean_is_not_amdahl_weighted_prediction""]",LLaMA-3-8B,llama3_8b,4,4.133384283536342,unweighted_arithmetic_mean,descriptive_not_amdahl_prediction,3.9211850735809293,e5e1d36f00bb20f5ecef9c5f9877d709643762e816220bfaad584cf98cd67d02,exp2.training_operator_amdahl.v1,"[{""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_3_8b_attention_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3-8B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 4.347401902856785, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_3_8b_attention_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3-8B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 4.146370521421525, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_3_8b_mlp_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3-8B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 4.280323699191481, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_3_8b_mlp_s32768"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3-8B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 32768, ""speedup"": 3.7594410106755785, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 36864}]",36864,1.0541160914298868,525a8ed4900f60f64f63e40c3c4f7b552847c29702ad3559eeaf08d90776c649,train__llama3_8b__s36864,3x3,tp3x3_dp2x2,bdfc7e57ded7fb4d9309d7926af3340229f2095264223aaa89e8faea23e1c1b7
amdahl__train__llama3_1_405b__s2304,"[""unweighted_operator_mean"", ""exp1_1_seq_len_nearest_same_mesh_proxy"", ""operator_mean_is_not_amdahl_weighted_prediction""]",LLaMA-3.1-405B,llama3_1_405b,4,3.785804323754698,unweighted_arithmetic_mean,descriptive_not_amdahl_prediction,3.538088805406207,f10951d9350fbcfcd89d5fd008cfb151b4a67c52f5f844b1b002e1e4fee71e36,exp2.training_operator_amdahl.v1,"[{""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_3_1_405b_attention_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3.1-405B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.9717561675714923, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""attention"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_attention_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_3_1_405b_attention_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3.1-405B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.656490830306307, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""AG_GEMM"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_ag_gemm_llama_3_1_405b_mlp_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3.1-405B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 4.025521186582085, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}, {""layer"": ""mlp"", ""mesh_match"": ""exact"", ""operator"": ""GEMM_RS"", ""operator_scope"": ""tp_mlp_suboperator"", ""seq_match"": ""nearest_same_mesh_proxy"", ""source_case_id"": ""3x3_gemm_rs_llama_3_1_405b_mlp_s2048"", ""source_experiment"": ""exp1-1"", ""source_file_digest"": ""080bee4866ee8a19338799e1f08076ba4714359d0eada355a9d25c34887a7b21"", ""source_mesh"": ""3x3"", ""source_model"": ""LLaMA-3.1-405B"", ""source_path"": ""exp1/exp1_1/results/results.csv"", ""source_seq_len"": 2048, ""speedup"": 3.4894491105589065, ""speedup_metric"": ""total_speedup=T00/T11"", ""target_mesh"": ""3x3"", ""target_over_source_seq_ratio"": 1.125, ""target_seq_len"": 2304}]",2304,1.0700139346332915,525a8ed4900f60f64f63e40c3c4f7b552847c29702ad3559eeaf08d90776c649,train__llama3_1_405b__s2304,3x3,tp3x3_dp2x2,5fd1fd6c6cde66fac13271432dbb68368a8cc76d45244e3954621527a0cbfcaa
