workload_id,kind,model_id,seq_len,batch_size,kv_len,prefill_seq,output_tokens,naive_cycles,sw_opt_cycles,speedup,source_result_digest,source_file_digest,calibration_status,limitation_tags,status,evidence_level,result_digest
train__deepseek_v3__s2304,training,deepseek_v3,2304,1,,,,84677360317.4995,83360922538.29997,1.015792025077394,086ecdefbd9bf5082f308242b9dad8140b3bb7a05f19b605dc5c15e17afc1393,05d0a0297a85d6d907771b9bb76e7e2c6d8fdf1db0dd39cf4f0dce9252b0c818,target_cycle_validation_pending,"[""analytical_only_mla"", ""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_only_mla,e6319ea095835c55572e3f898a7bed82b069aee731ead3db01718e673e1a7fb0
train__deepseek_v3__s36864,training,deepseek_v3,36864,1,,,,157440120137.5033,148125131081.50143,1.0628859464156462,9f1aef6f579888823a7faeebe8eb79db151c93f4010bdc2abc53bc4c44db73bb,05d0a0297a85d6d907771b9bb76e7e2c6d8fdf1db0dd39cf4f0dce9252b0c818,target_cycle_validation_pending,"[""analytical_only_mla"", ""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_only_mla,0a7cfc69f79bce2f4026c73803158fa10fab2fc4f549de7245d6c11f2cd8fac5
prefill_pd__llama2_7b__s2304,prefill,llama2_7b,2304,1,0,,,339022965.9999968,242197621.99999857,1.3997782604157805,3b75005d8ef82279ee9307297fb461ec9afdbe1019f62291a7e517f1ca129a6b,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_feasible,analytical_resource_dag_extrapolation,f88b7fcbc3d874089abdc7216367d2730f9df8943813879b4ddd5247a4acf392
prefill_pd__llama2_7b__s36864,prefill,llama2_7b,36864,1,0,,,4864006005.999957,4643317621.999961,1.0475281688580549,a8c1de58cd24d55b81a0dedb975294f3ef67992452dbd12809df3e1255d2bfc3,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,96e5bbef61e7751eccc0613338cf3e55c3da86ae4562c04dfe1e6e538d5fcfa4
prefill_pd__gpt3_175b__s2304,prefill,gpt3_175b,2304,1,0,,,8218301430.000417,5765727222.000122,1.425371182778484,1cea4807add51ed7713557d58eaaa7523ca0b46c2ecc824254b83a2779c10fd7,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,148ecedbab0d9672558492a6a2544285b2db826652d5972a5d551a238a047a6c
prefill_pd__gpt3_175b__s36864,prefill,gpt3_175b,36864,1,0,,,76050423029.99855,72483081461.9976,1.049216196332261,8a23fdb10a6263b99dd0a4cc9458e4fde90372ec372aad6b18054721908e96f2,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,5ee64a2976c32a02337b2cdadc6456f6960acb02ff9e9f55f18ec9c556a7d19b
prefill_pd__llama3_8b__s2304,prefill,llama3_8b,2304,1,0,,,354443637.9999965,250737013.99999818,1.4136071589334596,514980dbd80f0b8f87868d14163236de37dd5cd8346c6f84fede7863e6408ca5,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_feasible,analytical_resource_dag_extrapolation,421cdf09f374b8d6512ffd9e536be3e2cb60663a00632eba27a6d0ff1898f097
prefill_pd__llama3_8b__s36864,prefill,llama3_8b,36864,1,0,,,4891223157.999954,4663653493.999958,1.0487964348750989,bcdd065905ed7f8c9dcecf6a0105da838ea588435ca285d1984fec4cb3ff0c05,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_feasible,analytical_resource_dag_extrapolation,67b75c39109b8a3a390ef4dc2033a4d6f0e4a7f08a8ac8028b0734513f157aa2
prefill_pd__llama3_1_405b__s2304,prefill,llama3_1_405b,2304,1,0,,,18587098865.998825,12965668337.998997,1.4335627274627163,b215d599238246dc3e970ead971764c10983d90b0fc263bbae5188082653e27c,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,de8f7d4a5b2102b2f5c49572c43e23bdebf309db5b32f321c55ccd7c67acdeb7
prefill_pd__llama3_1_405b__s36864,prefill,llama3_1_405b,36864,1,0,,,157993706225.9958,150421432817.9983,1.0503403887739824,0d79f48ff5d5a821d029f4ef53333da88070b3553c38efa48872d14920393494,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,e2b05c58242e4178e3c50fe363c73f7ea23ab0a65d98757a66a4071ffb4ba06d
prefill_pd__mixtral_8x7b__s2304,prefill,mixtral_8x7b,2304,1,0,,,1589848437.999984,1376386712.1333325,1.1550884820268252,e10fbc4ad953b268a6a539d3159f8eb0dcfdd276adb2dd74397c63d97da52664,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,3095c67a330f7f0d4de9be7a15a6a3a153aaa023f05a761d101de95b0c8a6a38
prefill_pd__mixtral_8x7b__s36864,prefill,mixtral_8x7b,36864,1,0,,,7447833718.000165,6680771702.000134,1.1148163790375267,edb162b24f99921ee41ca7e02f97d491d96f36deded2716992ccd5bc785216fa,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,b4d2a7ceeb7e5a4d058132db91ed2ff1a11cd43ad5d846a321a65c8d8e373e21
prefill_pd__deepseek_v3__s2304,prefill,deepseek_v3,2304,1,0,,,20495345222.00004,19918006244.4,1.028985781534352,1650073877be7a2b987f489c4a83bcfe2452ec6271f06034664276fda2788972,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_only_mla"", ""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_only_mla,2f9dae51a31d56ea4ba4c32721ff038fa529663391be80955d78dd8908edc265
prefill_pd__deepseek_v3__s36864,prefill,deepseek_v3,36864,1,0,,,56114401104.001755,46337653200.00156,1.210989276081851,4a0b236f1436d12f0a19520bc426565fa6ca225c187be5f79bd9391321ccc3ad,bb0559a963d05c249889f0d4c6ab54498116fcdb035ced3f4ab46259603a08df,target_cycle_validation_pending,"[""analytical_only_mla"", ""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""hbm_ingress_anchor_abstraction"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_only_mla,91363b4709b0ab60772826d89de32fc4f4c6bfbfd61e5e4da62dd1f862bcfbb9
decode__llama2_7b__b64,decode,llama2_7b,1,64,36864,,,9773126468.266687,9773126468.26669,0.9999999999999998,ba054a0d20a3ad5a23eb3cfeb6d34805127ccfdccbc6888af7ca5b23390b747d,46ed4ec3c73a6ed541ccc7fd664ee16755da2fcb925083656b9b6042edf7de71,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""decode_shape_efficiency_analytical"", ""decode_steady_state_convergence_not_checked"", ""decode_two_token_local_interval"", ""decode_two_token_recurrence"", ""hbm_ingress_anchor_abstraction"", ""kv_append_hbm_write_analytical"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,a1f3e099e84722cdafdcf35ee7adee8de4f07d26ddbf9b8378faa8e2ab921aaa
decode__llama2_7b__b512,decode,llama2_7b,1,512,36864,,,77446794897.06732,77422408004.26685,1.000314984943366,5b53810c200c7b8dfaf56bca69ae2bc1fe522a77d0d686520fd65feede89ddc5,46ed4ec3c73a6ed541ccc7fd664ee16755da2fcb925083656b9b6042edf7de71,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""decode_shape_efficiency_analytical"", ""decode_steady_state_convergence_not_checked"", ""decode_two_token_local_interval"", ""decode_two_token_recurrence"", ""hbm_ingress_anchor_abstraction"", ""kv_append_hbm_write_analytical"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,179ddbfa0deb204f87ac6256cee6a7dec079f81b29d26373b84d07a0d1a0467b
decode__gpt3_175b__b64,decode,gpt3_175b,1,64,36864,,,89818883191.46611,89818883191.46619,0.9999999999999991,49afa2e561742759aa913db110979c1edd9506a70062784bc93845d6f0d993da,46ed4ec3c73a6ed541ccc7fd664ee16755da2fcb925083656b9b6042edf7de71,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""decode_shape_efficiency_analytical"", ""decode_steady_state_convergence_not_checked"", ""decode_two_token_local_interval"", ""decode_two_token_recurrence"", ""hbm_ingress_anchor_abstraction"", ""kv_append_hbm_write_analytical"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,7adcec3b3199d14635c5a81fa93efcd21fae8477fbbfbeaf2a4cda5dea466390
decode__gpt3_175b__b512,decode,gpt3_175b,1,512,36864,,,699042469469.865,698662370935.4663,1.0005440375068286,542b2fcb58b9b0bc820bb45efe7a774c4aad308346356c55fb5ea0122efc1754,46ed4ec3c73a6ed541ccc7fd664ee16755da2fcb925083656b9b6042edf7de71,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""decode_shape_efficiency_analytical"", ""decode_steady_state_convergence_not_checked"", ""decode_two_token_local_interval"", ""decode_two_token_recurrence"", ""hbm_ingress_anchor_abstraction"", ""kv_append_hbm_write_analytical"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,00c323671a1611d0ee9ec34b56199ef7685f9ad4906f54528c98a6ca60b92353
decode__llama3_8b__b64,decode,llama3_8b,1,64,36864,,,2533220733.1555614,2533220733.1555605,1.0000000000000004,057f29cf4dcc6d9e95c81ed41c68a530114b3ab6f1c1e2e83bfc1bcfc7861aa2,46ed4ec3c73a6ed541ccc7fd664ee16755da2fcb925083656b9b6042edf7de71,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""decode_shape_efficiency_analytical"", ""decode_steady_state_convergence_not_checked"", ""decode_two_token_local_interval"", ""decode_two_token_recurrence"", ""hbm_ingress_anchor_abstraction"", ""kv_append_hbm_write_analytical"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,50ce46679304c1a491686ab7c64497dd233aadb192f40107b06262bb2baffa3c
decode__llama3_8b__b512,decode,llama3_8b,1,512,36864,,,19471566708.622322,19446480765.155582,1.0012899991401882,a1a30cc0fae2559a4f68239698f876bcfe95c95c5129cd189f6b45825b5916e0,46ed4ec3c73a6ed541ccc7fd664ee16755da2fcb925083656b9b6042edf7de71,target_cycle_validation_pending,"[""analytical_vector_rate_prior"", ""capacity_infeasible_projection"", ""capacity_projection"", ""decode_shape_efficiency_analytical"", ""decode_steady_state_convergence_not_checked"", ""decode_two_token_local_interval"", ""decode_two_token_recurrence"", ""hbm_ingress_anchor_abstraction"", ""kv_append_hbm_write_analytical"", ""local_noc_die_level_abstraction"", ""no_target_direct_counterfactual_validation"", ""provided_evidence_failed_release_gate"", ""representative_collective_route_abstraction"", ""target_config_communication_timing_unvalidated"", ""target_config_hbm_latency_unvalidated"", ""target_hardware_unit_closure_failed""]",capacity_infeasible_projection,analytical_resource_dag_extrapolation,67660c3174c580aac22273ac291893bbe06806e60e8aac2a78036d4b54c8b160
